,dimension_1,dimension_2
item_2178,4.79315,3.27524
item_2179,17.2744,0.113546
item_2180,-4.12913,-10.205
item_2181,3.56335,-12.8592
item_2182,-2.1359,12.18
item_2183,-3.5962,-8.52485
item_2184,-3.9677,-10.0584
item_2185,5.12742,-12.8308
item_2186,-3.77121,12.0323
item_2187,-3.46281,-8.75723
item_2188,-4.96537,11.4938
item_2189,4.36879,3.09437
item_2190,4.49434,-13.1024
item_2191,-1.62715,12.217
item_2192,3.355,-13.5954
item_2193,3.20349,-13.8199
item_2194,-3.64158,-8.19999
item_2195,-2.81406,12.1407
item_2196,2.91425,-13.8021
item_2197,17.1177,0.064325
item_2198,4.26587,3.15086
item_2199,4.48278,3.30479
item_2200,-2.87689,12.1397
item_2201,-3.61665,-8.58267
item_2202,4.68177,-12.9389
item_2203,4.17126,3.43856
item_2204,-4.10993,-9.77842
item_2205,-1.79033,12.196
item_2206,5.16716,-12.9418
item_2207,-2.35132,12.1069
item_2208,-3.56694,-8.73945
item_2209,-3.08538,12.265
item_2210,-3.48882,-8.47155
item_2211,-4.34756,-11.0503
item_2212,-3.44386,-8.47914
item_2213,17.1413,-0.140853
item_2214,-2.98834,12.0445
item_2215,17.3101,-0.149034
item_2216,-3.71335,-8.63184
item_2217,-2.64126,12.119
item_2218,-2.32742,12.3561
item_2219,2.43303,-12.803
item_2220,-2.49295,12.1131
item_2221,17.0657,-0.0112336
item_2222,-1.99525,12.5038
item_2223,-2.57603,11.8609
item_2224,-4.6185,11.6328
item_2225,-1.98158,11.8014
item_2226,4.05724,3.14049
item_2227,16.8718,0.0129445
item_2228,4.25116,3.16125
item_2229,2.44343,-12.8021
item_2230,-5.16212,11.6857
item_2231,2.82808,-12.8414
item_2232,2.62463,-12.9326
item_2233,-3.98981,-9.72456
item_2234,-4.10742,-10.0797
item_2235,5.75923,-12.8204
item_2236,-1.47959,12.3615
item_2237,-1.54307,12.1991
item_2238,2.88211,-13.0597
item_2239,-5.67172,12.1455
item_2240,17.1435,0.0106847
item_2241,-2.24374,12.1975
item_2242,2.81613,-12.7282
item_2243,16.992,-0.254987
item_2244,2.57574,-13.0408
item_2245,-2.06265,12.2271
item_2246,3.18731,-13.9589
item_2247,-5.29389,11.667
item_2248,-2.23331,11.9756
item_2249,-3.72613,-8.51111
item_2250,16.7741,-0.432607
item_2251,-4.26487,-10.3436
item_2252,5.07589,-12.9613
item_2253,4.38909,3.11434
item_2254,3.10049,-13.9288
item_2255,-2.33953,12.2117
item_2256,4.87898,2.88627
item_2257,-1.90243,12.1897
item_2258,2.99054,-14.0209
item_2259,-3.89467,-8.15159
item_2260,17.1447,-0.069222
item_2261,4.9222,3.27642
item_2262,4.31606,-12.8462
item_2263,17.0916,-0.291242
item_2264,-4.16874,-10.4067
item_2265,-1.28409,12.263
item_2266,3.15246,-13.0475
item_2267,-3.93285,-8.18427
item_2268,-2.39129,11.8079
item_2269,-3.79103,-8.11704
item_2270,3.01971,-13.7742
item_2271,4.46156,-12.8419
item_2272,-4.96086,11.5406
item_2273,-3.88778,-9.24579
item_2274,4.93025,-13.1882
item_2275,-1.81038,11.873
item_2276,-4.07283,-10.0383
item_2277,-2.55877,12.5108
item_2278,-5.28904,12.0942
item_2279,3.24799,-13.4797
item_2280,-5.63744,-16.9734
item_2281,4.75307,-12.7984
item_2282,-3.8181,-8.41955
item_2283,-3.84293,-8.07517
item_2284,4.58627,-13.01
item_2285,-1.42256,12.1111
item_2286,2.31741,-13.1069
item_2287,-3.89332,-9.8604
item_2288,-3.78741,-8.49354
item_2289,5.28515,-12.9585
item_2290,-1.86165,12.3655
item_2291,-2.01198,12.2573
item_2292,17.0614,-0.000728864
item_2293,-1.49566,12.5575
item_2294,16.8447,0.0791995
item_2295,-2.90473,12.1631
item_2296,17.2586,-0.0543902
item_2297,16.7415,0.0303462
item_2298,-5.22039,11.6704
item_2299,2.82722,-13.9377
item_2300,-1.98474,12.0639
item_2301,16.9299,-0.136435
item_2302,4.60855,3.32394
item_2303,-3.71075,-8.76591
item_2304,-3.84106,-8.29615
item_2305,-3.57261,-8.61455
item_2306,4.60827,-12.9441
item_2307,4.0497,3.14499
item_2308,4.28191,3.23075
item_2309,-5.62679,-17.0429
item_2310,4.56756,-12.7828
item_2311,2.41338,-13.3062
item_2312,17.0486,0.1724
item_2313,-1.73711,12.6663
item_2314,-3.77334,-8.30315
item_2315,5.28257,-12.9592
item_2316,-4.10041,-10.0878
item_2317,4.24538,3.23897
item_2318,-1.87886,12.0491
item_2319,4.28577,3.02884
item_2320,-4.67776,11.583
item_2321,-3.92,-8.97157
item_2322,-2.47289,11.8027
item_2323,5.10981,-13.0581
item_2324,-2.85848,12.222
item_2325,17.4221,0.120137
item_2326,3.07731,-13.6429
item_2327,4.15675,3.25697
item_2328,3.15487,-13.7819
item_2329,-3.61757,-8.76356
item_2330,-3.76936,-8.33339
item_2331,-3.85229,-8.16614
item_2332,-2.87398,12.1064
item_2333,4.35334,-12.7535
item_2334,3.02555,-14.0158
item_2335,-2.19271,12.3531
item_2336,-4.71393,11.4558
item_2337,4.36626,3.214
item_2338,5.71604,-12.8316
item_2339,-2.20652,12.3628
item_2340,-4.34748,-11.0994
item_2341,2.88012,-14.0941
item_2342,-2.69545,12.0002
item_2343,4.99344,-12.8432
item_2344,-5.65534,-17.4085
item_2345,-3.16331,11.9154
item_2346,16.8944,0.23716
item_2347,5.23769,-12.8615
item_2348,-5.93095,11.7809
item_2349,-5.89857,11.456
item_2350,-5.58922,-17.4427
item_2351,-3.87616,-8.32507
item_2352,-5.95209,11.7095
item_2353,2.81797,-13.902
item_2354,4.11647,-13.4353
item_2355,4.82897,-13.1424
item_2356,-3.09123,11.7776
item_2357,4.79975,3.10425
item_2358,4.7411,-13.1039
item_2359,-4.56987,-11.4956
item_2360,-4.49551,-11.0473
item_2361,-1.42941,12.0944
item_2362,-2.03357,11.8717
item_2363,4.14106,3.42681
item_2364,-5.68838,-17.4661
item_2365,-1.79946,12.3902
item_2366,16.8912,0.045649
item_2367,4.28722,3.33986
item_2368,-5.39818,11.6257
item_2369,-3.60635,-8.71579
item_2370,-5.66944,-17.3718
item_2371,-2.53947,12.2733
item_2372,-5.96106,11.8045
item_2373,17.0112,-0.296601
item_2374,4.90254,-13.0805
item_2375,4.80068,3.28064
item_2376,-2.56934,12.2742
item_2377,-5.57289,11.718
item_2378,5.006,-13.095
item_2379,-3.81626,-8.85048
item_2380,-5.64866,-17.4276
item_2381,-5.34348,11.4817
item_2382,-6.09523,11.7785
item_2383,-4.17577,-11.2504
item_2384,-5.67961,-17.4621
item_2385,-4.40107,-11.1997
item_2386,-6.25701,11.838
item_2387,-4.63969,11.5581
item_2388,17.3427,-0.238438
item_2389,-4.30845,-10.9514
item_2390,4.61694,-12.8388
item_2391,-1.62884,12.1781
item_2392,-5.555,12.1437
item_2393,-6.09764,12.0896
item_2394,4.80786,3.6759
item_2395,2.88316,-12.7915
item_2396,-3.96013,-8.05134
item_2397,2.93082,-14.0462
item_2398,17.0515,-0.0340086
item_2399,-2.25527,11.8268
item_2400,5.1221,-13.2028
item_2401,-3.77051,-9.02033
item_2402,-5.68224,-17.4874
item_2403,4.73411,-12.9387
item_2404,3.41827,-13.9144
item_2405,3.4091,-13.8132
item_2406,-5.61781,-17.4824
item_2407,-2.03823,12.593
item_2408,-2.52229,11.7158
item_2409,-4.17914,-10.8004
item_2410,5.0116,-12.9489
item_2411,4.34963,-12.9032
item_2412,3.30532,-13.6619
item_2413,-3.72294,-8.6702
item_2414,-4.42441,-11.2698
item_2415,-3.62255,-8.48891
item_2416,-3.27841,11.8478
item_2417,-1.9785,12.5203
item_2418,-5.6281,11.7971
item_2419,5.16507,-12.8995
item_2420,-1.63837,12.075
item_2421,-1.75563,12.3121
item_2422,-5.49822,-17.5528
item_2423,17.0385,-0.00144785
item_2424,-5.64738,-17.4724
item_2425,-1.91639,12.562
item_2426,-5.69886,-17.3937
item_2427,-5.97818,11.5513
item_2428,-5.66744,11.6078
item_2429,-3.79073,-8.15497
item_2430,-4.73443,11.3596
item_2431,-3.89882,-9.20994
item_2432,-5.61441,11.8189
item_2433,4.13385,2.93546
item_2434,-5.67462,11.8859
item_2435,-5.37291,11.9365
item_2436,3.56638,-13.5696
item_2437,2.51721,-12.8886
item_2438,-4.07774,11.6731
item_2439,-2.90508,12.1171
item_2440,-2.52966,11.8789
item_2441,3.07363,-13.5784
item_2442,-2.59515,11.8152
item_2443,-3.70514,-8.38543
item_2444,-2.29146,11.9944
item_2445,-4.31137,-10.8565
item_2446,-5.61169,-17.1558
item_2447,4.40541,3.14888
item_2448,-5.67209,11.9559
item_2449,4.53312,3.01155
item_2450,-6.17023,11.8053
item_2451,17.1673,0.105058
item_2452,-2.18533,12.0069
item_2453,-1.80325,12.4547
item_2454,-5.62887,11.9174
item_2455,4.17058,-12.7775
item_2456,-5.74437,11.678
item_2457,-4.2997,-11.2767
item_2458,5.18383,-12.9506
item_2459,-1.73981,12.0285
item_2460,17.2061,-0.066779
item_2461,-2.53908,11.9015
item_2462,-5.59472,-17.4828
item_2463,4.97225,3.18272
item_2464,-4.23989,-11.1018
item_2465,4.33428,-13.0031
item_2466,-6.03618,11.8421
item_2467,-2.03213,11.9175
item_2468,-2.17083,11.8221
item_2469,-3.50881,-8.64347
item_2470,-4.3784,-11.1684
item_2471,17.0302,0.0800964
item_2472,-6.03375,11.7246
item_2473,4.90847,-12.9261
item_2474,4.75925,-12.9739
item_2475,17.2299,-0.059761
item_2476,-4.61046,-11.3777
item_2477,-3.72324,-8.70009
item_2478,-5.64106,11.6989
item_2479,-3.71353,-8.26137
item_2480,17.4435,-0.178235
item_2481,17.1592,-0.142844
item_2482,-4.44286,-11.1814
item_2483,-3.969,-8.70733
item_2484,3.33428,-13.5115
item_2485,-2.91376,11.9468
item_2486,-2.58986,11.9866
item_2487,17.0817,0.257022
item_2488,16.6591,-0.18389
item_2489,-2.87474,12.1563
item_2490,-4.58718,-11.2233
item_2491,-2.34355,12.2936
item_2492,-6.02917,11.7581
item_2493,-3.25325,11.9086
item_2494,3.29244,-13.4648
item_2495,17.239,0.15681
item_2496,-4.64545,11.4822
item_2497,17.3269,0.154984
item_2498,-3.75102,11.8307
item_2499,17.265,-0.311176
item_2500,4.50269,-13.0141
item_2501,2.8567,-13.9564
item_2502,-6.1941,11.7904
item_2503,-5.86291,11.625
item_2504,-4.27162,-11.244
item_2505,17.3023,-0.0295179
item_2506,-3.63375,11.7072
item_2507,3.02285,-12.9935
item_2508,-4.25062,-11.2251
item_2509,5.12143,-13.0704
item_2510,-5.93379,11.8896
item_2511,5.11334,-13.0737
item_2512,-4.39803,-11.2522
item_2513,-5.55385,11.79
item_2514,5.15644,-13.0816
item_2515,-5.34322,12.0842
item_2516,-5.42097,-17.138
item_2517,17.2537,-0.162991
item_2518,5.44371,-12.8882
item_2519,4.37799,-12.6949
item_2520,17.1576,-0.488484
item_2521,-1.56442,12.3824
item_2522,-5.97717,11.5326
item_2523,-5.06058,11.6071
item_2524,16.7633,-0.232409
item_2525,-3.91363,-9.99994
item_2526,3.38492,-13.8566
item_2527,2.87166,-13.8931
item_2528,-3.97097,-8.24032
item_2529,3.15709,-13.6246
item_2530,-4.23696,-10.9493
item_2531,5.06878,3.13965
item_2532,-4.48596,-11.2617
item_2533,2.85833,-13.638
item_2534,17.4542,-0.0637103
item_2535,5.30096,-12.8636
item_2536,-4.29042,-11.2017
item_2537,-3.79974,-9.77071
item_2538,-5.64566,-17.3862
item_2539,3.30044,-13.4556
item_2540,3.12901,-14.119
item_2541,-5.16808,11.6503
item_2542,-4.58618,-11.181
item_2543,-2.30123,12.4386
item_2544,-5.88191,11.8032
item_2545,-3.83479,-8.13538
item_2546,16.9711,-0.231519
item_2547,-5.78194,11.6112
item_2548,-3.17309,11.9175
item_2549,-1.4481,12.2945
item_2550,-5.62758,-17.392
item_2551,4.27679,-12.9934
item_2552,-5.52487,-17.4669
item_2553,5.02542,3.1871
item_2554,-5.50682,11.9435
item_2555,-3.84244,-8.80339
item_2556,-5.59663,-17.4943
item_2557,17.1349,-0.211009
item_2558,2.94709,-13.6477
item_2559,-4.63922,11.5196
item_2560,-6.12922,11.77
item_2561,-2.86221,12.026
item_2562,3.16562,-13.8583
item_2563,-2.07063,11.8136
item_2564,4.91687,3.15933
item_2565,-4.20653,-10.9156
item_2566,4.00684,-13.2283
item_2567,-5.5901,-16.9764
item_2568,-3.59518,-9.76107
item_2569,2.57598,-12.7313
item_2570,-1.79174,12.0976
item_2571,16.9191,-0.0871873
item_2572,-3.81804,-8.29779
item_2573,4.63312,2.92875
item_2574,17.0612,-0.361339
item_2575,-2.88475,12.2378
item_2576,-5.09512,11.6688
item_2577,-5.86114,11.8961
item_2578,-4.1119,-9.99594
item_2579,-2.71791,12.0998
item_2580,-5.93825,11.6011
item_2581,4.65734,3.45634
item_2582,3.33362,-13.8684
item_2583,3.03048,-13.8987
item_2584,-4.67066,11.4681
item_2585,3.13005,-13.9037
item_2586,4.61094,-12.949
item_2587,2.99499,-13.813
item_2588,-4.12874,-9.61493
item_2589,16.947,0.0069144
item_2590,-1.54762,11.8798
item_2591,16.9957,-0.25595
item_2592,-5.57342,11.606
item_2593,-3.72034,-8.43454
item_2594,-4.49094,-11.0319
item_2595,4.33496,3.41514
item_2596,-6.27205,11.8115
item_2597,-1.92946,12.1895
item_2598,4.63738,-13.2701
item_2599,-3.94325,-10.0913
item_2600,4.58663,3.53565
item_2601,-3.05559,12.1263
item_2602,4.19257,-13.0025
item_2603,17.3689,0.0201489
item_2604,2.70877,-12.7262
item_2605,-4.7762,11.6115
item_2606,-3.52718,-8.35898
item_2607,3.02698,-13.461
item_2608,16.7174,-0.208712
item_2609,-2.1753,12.0507
item_2610,-5.89263,11.7608
item_2611,-4.26947,-11.3952
item_2612,-4.40007,-11.3022
item_2613,-4.70314,11.6006
item_2614,-5.45946,11.7656
item_2615,16.7534,-0.186204
item_2616,3.45302,-13.8041
item_2617,4.09854,3.17754
item_2618,3.47113,-13.6494
item_2619,4.03513,-13.4044
item_2620,4.7436,3.10687
item_2621,-3.73296,-8.34953
item_2622,3.40729,-13.7815
item_2623,2.49794,-12.9965
item_2624,4.92762,3.00362
item_2625,2.552,-12.8288
item_2626,4.60592,-13.0573
item_2627,4.25737,-12.8828
item_2628,-3.95542,-9.51976
item_2629,-3.66853,-8.58549
item_2630,4.4904,-13.1844
item_2631,4.91969,3.16555
item_2632,17.0896,0.167805
item_2633,-4.03886,-9.90848
item_2634,-2.47171,12.0259
item_2635,-5.89723,12.0811
item_2636,16.9216,-0.198024
item_2637,-3.27648,-8.81202
item_2638,17.0548,-0.0982042
item_2639,16.9518,0.0462846
item_2640,-5.57836,-17.1681
item_2641,-1.87946,12.3996
item_2642,4.80219,-12.9915
item_2643,2.61491,-12.7791
item_2644,-2.96721,12.0276
item_2645,17.342,0.047993
item_2646,4.76696,3.35873
item_2647,-5.69957,-17.4188
item_2648,-2.41493,11.9893
item_2649,-5.68529,11.6909
item_2650,-6.11235,11.8037
item_2651,-2.88149,12.2225
item_2652,-5.74472,-16.9866
item_2653,-3.54156,-8.49974
item_2654,-5.92451,11.702
item_2655,4.13503,3.17241
item_2656,-5.6368,-17.1195
item_2657,16.8077,-0.209265
item_2658,16.8704,-0.0760383
item_2659,-5.56297,11.6223
item_2660,-4.96294,11.539
item_2661,-3.40371,-8.62208
item_2662,-4.26832,-10.3765
item_2663,17.4197,-0.0449871
item_2664,-4.58594,11.4008
item_2665,4.97053,-12.9979
item_2666,-1.35709,12.0331
item_2667,-5.75258,11.7244
item_2668,5.03579,3.07363
item_2669,-4.45699,-11.4016
item_2670,3.3628,-12.7381
item_2671,4.41539,-12.9543
item_2672,-4.12067,-9.67972
item_2673,-3.40248,-8.66334
item_2674,-5.63087,12.0975
item_2675,-3.53474,-8.30937
item_2676,-4.17906,-11.0329
item_2677,4.48746,-12.7872
item_2678,-5.79396,11.6858
item_2679,-3.45949,-8.51221
item_2680,-4.13741,-10.2011
item_2681,16.9572,-0.011017
item_2682,-4.28632,-10.7827
item_2683,-3.84961,-8.73038
item_2684,-4.22643,-10.2186
item_2685,4.88629,-12.9222
item_2686,-4.42173,-11.0975
item_2687,-2.23813,12.1605
item_2688,-4.2445,-11.2143
item_2689,4.04581,3.31604
item_2690,-1.90442,12.0077
item_2691,-5.63146,-17.1145
item_2692,-5.88257,11.5716
item_2693,4.79422,3.2451
item_2694,4.76726,-13.0671
item_2695,4.49321,-12.8327
item_2696,4.97672,3.1333
item_2697,-1.75899,12.1981
item_2698,-3.23698,11.934
item_2699,-3.63984,-8.50485
item_2700,-3.70291,-9.01175
item_2701,5.18235,-13.1107
item_2702,-5.76805,11.4319
item_2703,-1.5363,12.2348
item_2704,-5.5788,11.9179
item_2705,-5.44537,11.9928
item_2706,-4.18848,-10.5398
item_2707,-2.92109,12.0114
item_2708,-4.57562,-10.9828
item_2709,4.54954,3.40961
item_2710,2.80221,-13.7861
item_2711,17.1694,-0.444578
item_2712,-5.69308,11.8663
item_2713,-1.74825,12.0338
item_2714,-5.67492,-17.5261
item_2715,3.90097,-13.2393
item_2716,-2.08139,12.2554
item_2717,4.42903,3.04802
item_2718,4.63851,2.9811
item_2719,3.00499,-13.8395
item_2720,5.01139,3.03887
item_2721,-5.87625,11.6089
item_2722,4.29919,-12.788
item_2723,-2.87272,12.176
item_2724,16.9078,-0.318176
item_2725,-2.25193,12.2621
item_2726,4.78544,3.37256
item_2727,3.48333,-12.7917
item_2728,-3.87032,-8.4705
item_2729,-6.03262,12.0873
item_2730,3.25532,-13.9408
item_2731,4.15498,3.36122
item_2732,4.03096,3.1829
item_2733,-1.87481,12.4924
item_2734,4.38603,-12.9317
item_2735,-3.94656,-8.80064
item_2736,2.76488,-12.8401
item_2737,2.91247,-13.7136
item_2738,-1.5115,11.9627
item_2739,4.51414,-13.232
item_2740,-5.53147,-16.8923
item_2741,2.48116,-12.8453
item_2742,17.0213,-0.411996
item_2743,-1.86667,12.5614
item_2744,-2.67113,12.2935
item_2745,-3.87977,-8.75262
item_2746,2.90831,-13.8469
item_2747,2.98112,-13.6894
item_2748,4.16146,3.24074
item_2749,5.49958,-12.8569
item_2750,4.483,-12.9504
item_2751,-3.69808,11.7624
item_2752,-3.56259,-8.44056
item_2753,-5.3193,11.7485
item_2754,-1.85586,12.2295
item_2755,-5.74051,11.5944
item_2756,17.0236,0.0716846
item_2757,17.239,0.0911129
item_2758,17.1199,0.0535136
item_2759,-3.79987,-8.9309
item_2760,-5.32522,11.5822
item_2761,2.58533,-12.8926
item_2762,-4.4643,-11.1282
item_2763,4.18688,3.25782
item_2764,-1.49416,12.4166
item_2765,-2.16788,12.5422
item_2766,3.25924,-13.9549
item_2767,-5.73478,12.0806
item_2768,4.42486,3.28423
item_2769,-4.34988,-11.3241
item_2770,4.20367,-13.2576
item_2771,2.60511,-12.7057
item_2772,2.55268,-13.1963
item_2773,-1.90091,12.2727
item_2774,-1.50552,12.6731
item_2775,-4.10111,-9.81757
item_2776,-5.53259,-17.5354
item_2777,4.55276,3.43073
item_2778,17.2783,0.16529
item_2779,-5.13558,11.5301
item_2780,-1.77513,12.3823
item_2781,-3.52118,-8.49167
item_2782,-3.74154,-10.1482
item_2783,3.28824,-13.8956
item_2784,5.21798,-13.0343
item_2785,4.85641,3.04555
item_2786,16.8132,-0.0902014
item_2787,-3.5996,-8.93843
item_2788,-2.19469,12.4599
item_2789,2.91363,-13.0189
item_2790,16.8282,-0.0449169
item_2791,4.76635,-13.1503
item_2792,4.85207,3.21623
item_2793,4.5104,-13.1983
item_2794,-6.13495,12.0164
item_2795,4.23796,3.15548
item_2796,-5.73324,12.0049
item_2797,-3.83232,-8.58959
item_2798,-6.04977,11.7102
item_2799,-1.78025,12.4756
item_2800,-1.4584,12.212
item_2801,-1.85636,12.5608
item_2802,-2.0955,12.178
item_2803,5.00305,-12.9824
item_2804,-3.34915,-8.69772
item_2805,-1.76577,12.4873
item_2806,-3.59909,-8.41633
item_2807,2.89977,-14.0876
item_2808,4.59538,3.42216
item_2809,-1.51281,12.6022
item_2810,-1.87044,11.8979
item_2811,-4.10589,-10.1123
item_2812,-3.41721,11.793
item_2813,4.64457,-13.0117
item_2814,4.34335,-13.1217
item_2815,-5.68451,11.7205
item_2816,-2.45829,12.5959
item_2817,2.56162,-12.6087
item_2818,17.0376,0.215129
item_2819,-3.76016,-8.89375
item_2820,-1.83372,12.4656
item_2821,-3.90629,-9.76375
item_2822,-2.5012,12.175
item_2823,16.9488,0.0952455
item_2824,-4.71791,11.6223
item_2825,4.74801,-12.8244
item_2826,-5.40419,11.6504
item_2827,2.81829,-13.9191
item_2828,-1.65752,12.1802
item_2829,17.1545,-0.30721
item_2830,-1.82608,12.5838
item_2831,4.02244,3.00027
item_2832,5.03586,3.17582
item_2833,-1.95882,12.3498
item_2834,-3.74934,-8.36646
item_2835,-4.02016,-10.47
item_2836,-5.10417,11.586
item_2837,17.0927,-0.120803
item_2838,17.2757,-0.226695
item_2839,16.9378,-0.0324557
item_2840,3.27914,-13.9202
item_2841,4.5421,-13.0189
item_2842,-4.35344,-10.8024
item_2843,-4.52689,-11.3208
item_2844,4.80815,3.21252
item_2845,-5.66118,11.7507
item_2846,-3.51478,-8.48397
item_2847,5.21225,-12.9309
item_2848,4.38429,-12.9221
item_2849,-5.5487,11.5059
item_2850,16.8301,-0.39987
item_2851,16.6834,-0.0138114
item_2852,4.55757,-12.8914
item_2853,-5.56268,12.1941
item_2854,-2.8249,12.0394
item_2855,2.61818,-13.171
item_2856,4.53951,-13.2006
item_2857,-5.31624,11.6264
item_2858,-5.55163,-17.1341
item_2859,4.24535,3.17801
item_2860,-2.18985,12.1505
item_2861,-4.77657,11.8953
item_2862,-5.60989,-16.9172
item_2863,17.1235,-0.290163
item_2864,17.0007,-0.265271
item_2865,2.71366,-12.7896
item_2866,-5.59979,11.6325
item_2867,4.5404,-12.7611
item_2868,-5.7557,11.8857
item_2869,-3.74332,-8.58537
item_2870,-5.50385,-17.149
item_2871,5.05203,2.91508
item_2872,2.49725,-12.903
item_2873,4.09173,3.17303
item_2874,3.21635,-14.1885
item_2875,-2.20275,11.7854
item_2876,4.11887,-12.9308
item_2877,4.22044,3.16185
item_2878,4.62021,-12.6745
item_2879,4.6824,3.2033
item_2880,5.77139,-12.7997
item_2881,17.2192,0.196888
item_2882,-5.42975,11.7484
item_2883,2.78065,-13.991
item_2884,-3.74648,-9.08169
item_2885,17.4111,0.129724
item_2886,-3.92801,-7.99016
item_2887,2.57547,-12.7305
item_2888,5.52467,-12.8351
item_2889,4.91534,-12.9486
item_2890,4.72622,3.17488
item_2891,2.48392,-12.9393
item_2892,-1.69615,12.322
item_2893,5.67966,-12.8988
item_2894,-2.40581,11.8771
item_2895,4.69144,3.37346
item_2896,3.0396,-12.8354
item_2897,-1.80478,12.0668
item_2898,2.8166,-13.7013
item_2899,17.2481,0.0903338
item_2900,2.86684,-13.8653
item_2901,-5.66676,-16.9309
item_2902,-5.66399,-17.3334
item_2903,-2.54498,11.9625
item_2904,-5.63006,12.0764
item_2905,3.02262,-13.6659
item_2906,2.94389,-12.7693
item_2907,4.29516,3.29255
item_2908,4.55341,2.98155
item_2909,4.36668,-13.0454
item_2910,-5.35571,11.7483
item_2911,17.2942,-0.338326
item_2912,-2.74989,11.9806
item_2913,-3.74069,-8.19705
item_2914,17.281,-0.358329
item_2915,3.02662,-13.6325
item_2916,-4.18679,-9.93155
item_2917,-3.79838,-8.05054
item_2918,2.83158,-12.8535
item_2919,4.00221,3.06665
item_2920,3.23391,-13.4974
item_2921,4.35578,3.1621
item_2922,-3.71825,-8.52497
item_2923,-2.01996,12.4188
item_2924,16.79,-0.0275694
item_2925,-6.20456,11.9158
item_2926,16.8801,-0.491378
item_2927,-4.00368,-10.0372
item_2928,-4.31548,-11.393
item_2929,16.8253,0.0631333
item_2930,-5.91096,11.6347
item_2931,17.2255,-0.209732
item_2932,2.28023,-12.729
item_2933,4.94656,3.36944
item_2934,-3.62104,-8.5512
item_2935,-1.42878,12.4668
item_2936,5.15447,-13.082
item_2937,4.03332,-13.0853
item_2938,4.78724,3.25692
item_2939,4.0196,3.31124
item_2940,5.07398,-13.0856
item_2941,-3.73449,-8.61935
item_2942,3.00747,-12.7113
item_2943,2.61105,-13.1721
item_2944,-2.25147,11.828
item_2945,3.53904,-13.5814
item_2946,-5.55764,-16.8652
item_2947,-3.60686,-8.34574
item_2948,17.3084,-0.549411
item_2949,-3.80314,-8.2151
item_2950,-5.84995,11.624
item_2951,-5.01814,11.6326
item_2952,-3.85526,-8.91888
item_2953,2.94956,-14.1495
item_2954,-5.09941,11.6986
item_2955,17.3466,-0.370094
item_2956,3.36251,-13.6023
item_2957,-5.72372,11.7491
item_2958,4.85918,3.19533
item_2959,-4.10124,-10.0251
item_2960,4.93535,-12.8319
item_2961,-4.14743,-10.3483
item_2962,-4.33021,-10.9516
item_2963,-1.33347,12.102
item_2964,-2.09541,11.6178
item_2965,-3.84055,-9.22486
item_2966,-5.58825,-17.3399
item_2967,-3.74821,-8.15679
item_2968,17.0967,-0.13826
item_2969,-3.55931,-8.49784
item_2970,-5.8948,11.664
item_2971,4.29291,3.33065
item_2972,-4.0697,-10.3994
item_2973,-3.7444,-8.65292
item_2974,-6.02323,12.0278
item_2975,2.49263,-13.3619
item_2976,4.94592,-12.9027
item_2977,5.23339,-12.9146
item_2978,-3.43427,11.8022
item_2979,17.2613,-0.0752177
item_2980,4.27487,-12.958
item_2981,4.58893,3.06712
item_2982,-4.42193,-11.1137
item_2983,-5.60551,12.1562
item_2984,-2.49423,11.8586
item_2985,-2.14089,12.6116
item_2986,-5.54803,11.7488
item_2987,-5.38634,11.7188
item_2988,-4.17811,-10.4921
item_2989,4.36934,3.00527
item_2990,-6.20786,11.8541
item_2991,-1.82148,12.3753
item_2992,4.66189,3.32803
item_2993,17.0347,-0.250774
item_2994,-3.8843,-8.24581
item_2995,4.9608,3.20418
item_2996,-5.55332,11.6803
item_2997,3.34689,-13.6666
item_2998,-5.83471,12.0016
item_2999,4.36706,3.17997
item_3000,-5.57239,-17.0943
item_3001,-1.55065,12.1506
item_3002,3.44609,-13.4252
item_3003,2.62677,-12.7376
item_3004,-4.34954,-11.1196
item_3005,4.0832,3.01243
item_3006,-4.38833,-11.1012
item_3007,4.59729,-13.0373
item_3008,-5.61727,-17.2619
item_3009,-5.92488,11.5386
item_3010,-2.30783,12.0976
item_3011,4.33406,3.19588
item_3012,-4.02116,-10.0672
item_3013,2.86122,-13.7226
item_3014,3.15214,-12.8692
item_3015,2.62472,-12.6399
item_3016,5.29526,-12.7403
item_3017,2.76557,-13.8834
item_3018,4.64885,-13.0217
item_3019,-1.83347,12.2148
item_3020,-1.68009,12.4462
item_3021,-2.62311,12.0788
item_3022,5.16363,-12.9884
item_3023,-2.22259,11.9487
item_3024,4.97218,-13.0606
item_3025,2.96058,-13.8717
item_3026,-5.72821,-17.148
item_3027,2.3282,-13.4471
item_3028,-4.09476,-10.2131
item_3029,-4.36055,-11.4761
item_3030,2.83924,-13.2109
item_3031,16.9913,-0.129047
item_3032,-4.03422,-8.16256
item_3033,-3.56821,-8.52528
item_3034,2.82477,-12.65
item_3035,2.84167,-13.2533
item_3036,4.90549,-13.1844
item_3037,17.2934,0.0787676
item_3038,-1.49688,12.3043
item_3039,-2.71644,12.1683
item_3040,-2.46293,11.8796
item_3041,2.61931,-13.17
item_3042,-4.70381,11.5873
item_3043,4.30067,-12.8828
item_3044,16.9723,-0.134838
item_3045,-1.90345,12.0165
item_3046,4.58804,2.99227
item_3047,16.821,-0.16454
item_3048,3.2033,-12.7831
