,dimension_1,dimension_2
5,-7.6167133,-1.0468035
3,-4.0327217,-4.5055224
6,1.2832292,-9.5082231
8,-3.5504089,0.3191921
9,6.9525205,-2.899374
5,-6.4748755,-2.273242
8,-4.2332854,2.3863183
1,-9.8921958,5.0058941
9,6.8801269,-2.7652788
4,7.4683721,-0.6275259
8,-4.986076,2.1522993
5,-5.5688279,-2.1835501
7,5.8332338,-3.7614949
8,7.4099483,1.5817224
5,-8.6004516,-1.1057926
8,-4.9122237,0.9146482
1,-5.9556548,10.1175922
1,-9.2107709,3.8144374
0,-0.0699717,6.3414736
9,5.2133738,-0.5629323
0,-0.3432809,7.3197275
2,0.7240908,1.6985797
2,-0.5530324,2.6759368
3,-3.5483859,-3.6028176
2,-0.4303739,2.2663406
6,3.8996247,-10.2213982
7,5.5159676,-4.288198
2,0.7264855,0.9230193
8,-4.8493042,2.0651672
0,1.0638624,8.8268492
2,0.9405414,1.2653304
2,-0.7243383,0.3028448
0,-0.3843604,7.4042649
2,-0.7791918,0.4978525
1,-6.1125283,6.0773822
7,4.2123573,-0.3882625
2,-0.5165869,2.159406
9,5.9765635,-1.4586801
6,-0.3508306,-8.6406121
2,-0.3869712,2.1714355
3,-6.1861894,-2.2520265
5,-6.1551953,-1.9468406
3,-2.8779969,-4.4728217
9,5.2402965,1.233958
7,6.0977242,-3.8991004
7,5.8226993,-4.9405005
3,-2.5015346,-4.0550143
1,-9.322979,5.0708546
3,-2.6279524,-3.4837024
2,-0.1925877,1.1622817
6,0.3427479,-9.610156
9,4.5608421,1.2919978
4,7.8764226,-1.4738159
4,6.4982623,1.5626195
9,5.7406242,-1.7506868
2,-0.8046537,0.2189877
0,0.1624221,6.5766607
6,-6.6616881,-1.6607787
9,6.8789853,-2.9292777
1,-9.6131796,5.3571581
5,-7.1534528,-1.6443235
9,5.0667829,1.2458106
2,-0.0924367,2.53698
4,5.297219,-0.3165029
8,-4.6418667,1.9866695
3,3.6363049,-2.4263979
2,-0.3414502,2.5321162
1,-9.5876362,5.2941848
0,-0.4488997,7.4382154
0,-0.9423151,8.761835
0,0.1366172,7.0587194
2,0.3482146,2.2834559
1,-5.2774395,8.3832466
8,-4.2866377,2.2474473
3,-2.4958868,-4.1181523
8,-3.7915644,0.4250209
2,0.8701167,1.597582
0,-0.0408418,9.2509375
1,-5.8059614,10.0394131
2,0.147905,2.032294
7,5.7357758,-4.9217567
9,4.7360998,0.3081166
4,8.0137606,-1.002952
1,-6.1064099,6.7727557
6,0.1254391,-9.2212753
1,-9.327768,3.9439424
3,-2.8895565,-4.0697733
2,0.2920568,0.3583405
1,-6.3292758,8.6456159
0,0.9704618,7.148967
3,-3.4095064,-4.2191857
9,5.9753352,-1.4996806
9,6.9096124,-2.1066271
3,-4.0357058,-3.9736781
1,-6.0022075,9.3297161
5,-6.4284784,-2.4790021
7,6.4154557,-3.1375287
7,5.6945333,-4.2977452
6,-0.0528199,-9.3661276
4,7.5498241,0.209075
8,-5.0419091,1.5417818
1,-8.521582,3.6823857
4,8.182441,-0.8617545
7,5.2043126,-2.2122421
3,-2.5578862,-3.4689018
1,-5.8392517,8.9718218
1,-5.6445863,10.0211968
2,-0.0523841,1.6440384
4,8.6798404,-1.013111
7,5.6554624,-4.6519239
3,-2.4634494,-3.9604418
5,-6.0614207,-2.0364137
6,0.2342382,-9.4905159
6,2.3836441,-10.032623
9,6.8085958,-2.0640041
9,5.9638491,0.473736
0,-0.1203407,7.1095044
0,0.7769823,8.3794211
1,-5.9139669,8.9763203
7,4.2486182,-3.8581829
7,6.57608,-3.574741
4,7.906897,-1.2902334
5,-8.9183426,-0.8701855
6,0.6116586,-8.2878382
4,8.527451,-1.0987972
0,0.6986443,8.0638093
4,8.6176999,-1.2298943
7,3.7385383,-2.2219163
7,5.1617552,-3.4728036
1,-8.0491475,5.259047
7,5.898114,-3.9157165
5,-7.1826231,-1.6837927
9,6.5281698,-1.0118107
9,4.7662118,1.457996
5,-7.8683377,-1.9238504
9,5.1735396,1.4769166
8,-5.1804367,2.2559781
0,-0.0218611,9.504203
8,-4.6725781,1.695135
6,2.7445014,-9.883461
4,8.1397688,-1.2294386
5,-6.1708592,-2.4560587
9,7.0431205,-2.7799263
2,-0.2049161,1.2901853
0,0.4370187,6.2406594
4,6.9331703,2.3480942
8,-5.1943151,2.2122859
9,5.3945998,-0.7193796
9,6.6940838,-2.0371565
2,-0.4982695,0.6397717
8,-4.4414168,2.466544
7,-1.1884319,8.6038619
0,0.4159599,7.7472273
0,-0.1216047,7.7176572
1,-6.8302229,5.9973791
3,-3.899433,-3.6168089
2,0.6676221,1.3377138
9,6.0338821,-1.2046601
4,7.621667,-0.2683323
3,-5.0340923,-4.0943956
5,-7.3680303,-1.0158512
4,6.6544038,2.9246485
6,1.1480768,-9.3134756
3,-2.6082908,-4.8446541
7,4.1243275,-2.674648
4,6.6321084,0.8255699
8,-3.5703904,0.2236003
6,3.6902593,-9.87579
9,6.2748139,-1.4931554
1,-9.1047997,3.4593835
0,0.3136869,7.7859954
8,5.336068,-0.7601748
1,-6.6724082,6.2507343
6,0.8276933,-8.3584364
4,8.4961266,-0.7168588
5,-5.0285194,-2.4463591
5,-7.8284851,-1.2470777
2,-0.3890925,0.9585957
6,0.6994971,-9.753925
0,0.0900026,9.1527979
7,4.1463102,-2.6658903
9,6.738376,-1.6071087
8,-4.202213,2.1921313
6,2.7362047,-10.1546671
9,6.865861,-2.4411788
4,7.6452962,0.5079941
0,-0.29725,8.2641806
3,-4.9505232,-3.5396564
1,-6.5315001,6.7851763
0,1.7142231,7.3008354
4,7.4920409,-2.1596934
0,1.5827864,7.503934
7,5.0855852,-3.5285227
5,-4.8250685,-2.773451
0,0.9162815,7.6207629
6,2.6170376,-9.8695772
9,5.9260957,-1.3902846
1,-9.0886404,3.5599649
9,5.9619392,-1.5471351
8,-4.4318191,0.7966774
7,4.9479931,-3.7425542
4,7.4474562,0.2417626
7,4.6402958,-2.942145
0,0.4702004,9.001452
5,-7.9344539,-1.0964141
2,-1.8949086,-3.5795191
1,-6.3678706,9.8593423
5,-5.2746277,-2.5143528
0,-0.4546309,7.3688365
3,-4.3744252,-5.0321719
0,-0.6463996,7.1818596
4,6.1402928,2.4030027
7,4.9342787,-3.3837037
2,-0.3679348,0.4041074
0,-0.9761436,7.5985521
1,-8.2594795,6.1164637
1,-6.7403014,6.4233803
1,-6.2109354,8.0375931
4,8.2672101,-0.7005497
6,0.7111267,-8.1242808
6,0.7244072,-9.6807509
0,1.0133163,7.0243791
6,-4.7465857,1.1742795
8,-4.6278611,0.4613902
6,-0.2567127,-8.9462505
0,0.939956,9.145469
5,-7.824246,-1.2019383
3,-4.0947471,-4.2738776
2,0.0521083,1.9035599
5,-5.8832375,-1.4458302
8,-3.5015065,0.6873696
3,-3.7807341,-4.6794645
0,0.2894238,7.7541615
9,5.4343226,0.8109799
1,-6.7831614,6.142943
5,-5.2118432,-2.2156554
7,4.6011814,-3.7788629
5,-5.0603477,-2.4712345
6,1.3639872,-9.186091
1,-8.4380792,5.1435077
2,1.2247579,0.3996554
9,5.1859626,1.4463285
1,-6.8101174,6.406974
6,1.335086,-9.4778174
7,5.0772112,-3.62902
7,4.7000952,-4.0750027
7,5.2773129,-4.0083349
6,-0.1198573,-8.979314
6,1.3948602,-9.3585137
2,-0.6744145,0.4737128
1,-6.42778,6.9019714
7,4.2048796,-3.0096433
4,7.5433484,1.3686399
6,2.8651054,-10.2324125
9,6.3989016,-1.6533852
9,4.5136401,0.4889828
6,0.9128787,-9.0476595
2,-0.6511393,0.8876381
7,5.1437694,-3.6526505
4,6.6817735,1.3835653
4,7.538242,-0.2144743
2,-1.3708717,0.5971767
4,7.3097651,0.2533114
3,-4.1875087,-3.4923222
7,5.2617739,-4.7271732
5,-4.9311242,-1.7623142
2,0.7116644,1.404836
1,-9.7298185,4.9995607
8,-3.4676931,0.520885
4,7.85697,-0.5193274
2,0.8653647,0.3813854
3,-2.947504,-3.9236271
0,0.4103146,7.574409
7,4.316588,-3.7170477
1,-6.2949725,6.2428204
0,1.0553868,8.1163965
2,0.309535,2.283227
3,-3.9482226,-5.2049999
3,-3.9152671,-3.9615913
3,-3.5882936,-3.5596495
4,7.5489148,0.200031
6,2.9445834,-8.953197
5,-5.5722713,-2.3691578
0,-0.4409606,8.8287688
6,0.8852287,-9.2829979
9,4.8793558,0.4493406
7,5.6240925,-3.492747
4,7.9989235,0.5381579
8,-3.7095134,0.1382327
0,-0.3729942,7.2698526
9,5.8775743,-0.7292512
1,-5.9425907,6.3505935
0,-0.3727764,7.6677884
6,4.1927449,-10.1591146
1,-6.2825455,8.6025141
1,-9.9092741,4.9500289
2,0.3631728,2.62593
0,0.1595824,9.4188863
3,-3.5759226,-3.8271269
4,6.4743304,2.9121428
4,6.7224621,-0.5395957
0,0.3351135,8.4889791
5,-8.1148763,-1.828222
2,0.7225888,0.4387842
6,0.9365689,-9.2088007
6,2.9408903,-9.0855455
7,4.7622781,-3.3074291
8,-4.1392047,-0.1002226
8,-3.9198504,-0.1131754
3,-4.8071926,-4.7194809
9,6.4293203,-0.8446133
1,-9.3843242,3.9033027
0,-0.1260019,8.4206471
1,-9.3987169,4.4782827
1,-5.6925424,7.6322104
0,1.727248,7.2401544
2,0.0246556,2.5371098
2,-0.4180975,0.2332836
3,-3.7362594,-3.5774382
5,-5.5741099,-2.736078
4,7.8289631,0.6832716
0,-0.1876204,9.6014473
5,-8.0245679,-1.7856264
9,5.2719258,-0.7509208
6,0.0198366,-9.1356936
1,-6.5744574,5.6091598
7,5.2126026,-4.3447088
1,-9.2585973,5.2048749
8,-4.1108212,1.5605376
0,0.425939,8.9050167
9,6.6754532,-1.7338447
9,6.3724649,-1.5105463
6,0.8745253,-9.5039952
0,-0.5828345,8.9059222
5,-6.18779,-2.3558145
5,-7.0340173,-0.8904045
9,7.0196048,-1.8707201
7,3.9036292,-2.8273684
3,-3.8298254,-3.8566483
3,-4.9951241,-3.4406508
4,7.4290911,-1.2446578
7,5.2530842,-4.5610303
3,-3.1058233,-4.0708585
7,5.371653,-4.0518967
8,-3.5568794,0.7328034
4,6.1912433,1.7305997
5,-5.3786963,-2.5189709
8,-4.054173,1.0905768
1,-5.9878547,6.780979
5,-5.1823116,-2.1499602
5,-5.4801721,-2.770279
3,-3.828152,-4.4414819
2,0.0568694,2.7527772
1,-9.111943,3.0929916
3,-4.0103443,-4.2753138
2,0.3205753,0.5299326
0,-0.5099604,7.2056404
7,4.624031,-3.1748429
1,-6.6665448,7.2031933
9,6.933657,-2.9057467
2,0.0756667,2.8410622
5,0.0768708,9.2871752
1,-6.2051456,7.4616522
9,6.4271083,-0.6962158
3,-3.3170338,-3.9600749
1,-6.9011876,5.4454025
2,0.2132677,2.8997813
6,2.6866475,-10.1582349
6,0.743,-9.340968
1,-8.6807102,4.7669974
5,-6.0186104,-2.3494557
8,-4.6636414,1.1210084
3,-3.6450773,-3.9210572
3,-4.4145537,-3.1923916
0,0.057952,7.1398682
8,-4.2299374,2.0855189
7,5.1002017,-4.3263058
9,4.6796434,0.139612
2,-0.0846724,2.4748758
3,-4.3284463,-4.4262985
7,5.4984627,-4.8370612
5,-7.0202389,-1.7527059
4,6.9549752,-1.586616
5,-4.2833988,-5.1737169
6,0.6629683,-9.4954431
2,-0.6795195,-0.0949892
4,6.920627,-0.2161141
9,-4.2487005,-4.1004619
0,0.255546,7.5028553
6,1.3404184,-8.3419583
5,-5.6985829,-2.4820175
6,2.8649391,-8.9758194
9,5.9213514,-0.4565953
8,-4.0084932,0.2155053
9,6.1514253,-1.0940441
8,-3.657491,-0.8177458
8,-4.3147862,-0.5889393
1,-6.7540135,7.4704553
9,6.4037582,-1.6835139
3,-3.686286,-5.2123419
5,-5.8709343,-1.991615
6,2.3285775,-9.8912039
3,-3.889166,-3.51552
3,-3.9258591,-4.3035009
1,-5.9702836,7.2379627
0,1.3630852,7.2614717
7,5.297266,-4.6277121
1,-7.2316526,5.3891857
4,7.3433193,-0.4359045
4,7.7860504,-1.1466782
7,5.6938158,-3.8791227
4,6.6064879,0.2072575
6,0.2597245,-9.3165797
2,-0.0060461,2.2978868
5,-5.3942295,-2.5956016
3,-3.4683486,-5.2535208
4,6.9942206,-1.520019
1,-6.4106095,6.3922443
0,-0.3042208,6.8954249
3,-3.1375996,-3.883059
0,-0.5096532,7.4856781
2,0.129932,2.6885354
6,0.7221805,-9.2818364
7,5.631822,-4.7846184
6,0.3307221,-9.3395099
2,-1.0361626,0.1070683
2,0.6602094,2.2232671
9,5.2421901,-1.1494292
0,-0.5653528,7.3548491
9,5.1055362,2.3922663
6,0.1455272,-9.3686327
8,-4.6859311,0.2255157
3,-2.5655152,-4.4961548
6,0.9845695,-8.2947884
7,5.5671749,-4.8261749
8,-4.3110246,0.2621904
7,5.7711346,-4.6541014
0,0.0939653,9.1227323
4,6.8938627,-0.4550099
8,-4.1578266,0.3886231
4,5.7688243,0.5700461
5,-6.2431576,-2.4373833
3,-2.9802206,-4.208453
4,6.9897425,2.1041437
9,5.5623992,-1.1492735
7,6.0344386,-4.5218932
2,-0.0558442,2.7012076
5,-8.5476378,-1.4845048
8,-4.5588983,0.1851504
1,-7.0032025,5.9697029
9,6.0503774,-0.7270186
2,-0.2686785,0.5063784
6,1.5095173,-9.7304384
4,7.743911,-0.1807534
0,-0.2391938,7.6540048
5,0.3204862,-8.5946928
9,6.6802351,-1.7681502
1,-8.3243466,6.0850173
5,-7.9764866,-2.1539017
7,6.6462552,-5.3444475
3,-3.6653522,-4.0941783
6,2.7762049,-8.8460701
8,-2.8946898,-4.2090164
2,0.0208316,0.9497318
8,-3.4861753,0.2870824
9,5.5056368,-1.0892553
7,5.9463444,-4.8986631
3,-3.9994662,-5.2312763
1,-5.415345,8.5390123
3,-4.26583,-3.7888253
4,5.6061154,-1.0025119
7,3.8540624,-1.0356888
0,-0.1611588,7.9131226
9,5.0462093,2.4376407
4,7.2713461,-0.4936722
2,-0.4188194,0.4169696
3,-3.7061671,-3.5218235
2,0.0504357,0.8115744
9,5.8337187,-1.02231
0,0.954653,8.0253424
0,0.3555406,7.3746294
6,2.2526782,-9.1324276
7,6.3764291,-5.0369767
6,1.7793604,-9.6882413
2,0.6531512,2.6880146
5,-6.3450302,-2.4876811
1,-6.3343298,7.7950624
5,-7.234193,-1.6760891
9,5.9826183,-0.4764208
6,2.611005,-8.6580323
1,-5.6863213,8.308539
0,0.7757327,6.5155481
5,-6.3243627,-2.1539503
7,4.2445244,-1.3374557
1,-6.145354,8.2928771
5,-8.0483648,-1.0769262
7,5.3279798,-4.5413312
7,4.5731955,-2.5724082
4,6.8408591,-0.6820216
6,2.4849514,-9.2730746
8,-3.6086297,0.100929
6,2.4433197,-9.6221058
6,-0.1800235,-9.0974997
2,-0.623759,0.4602929
1,-6.4487606,7.9014662
1,-9.0950862,4.2719689
6,0.2596195,-9.2576094
4,7.3570355,0.2801826
8,-3.810377,0.5232007
4,7.5107819,0.4443193
8,-4.3275015,0.9166941
1,-6.3782874,6.3972857
0,-0.2477963,7.0866974
0,1.6527186,7.6121087
1,-5.4654445,8.2508856
5,-5.106887,-2.4871365
2,-0.1300892,2.1963528
1,-6.1345063,8.2075655
3,-3.7671947,-3.5413342
2,0.4656762,2.7948909
4,8.3030363,-0.5665786
8,-4.0807833,-0.1384265
7,6.7809657,-3.970453
2,0.3023988,0.99712
8,-4.1986667,1.4897104
9,4.9860876,2.3508583
9,6.4037577,-2.0711566
5,-5.5775936,-2.0648638
0,-0.623901,6.7902933
1,-5.7607361,7.0017825
1,-6.0923858,9.4159005
2,-0.0072522,1.486018
2,-0.1620992,2.2383682
8,-4.3849886,1.6743716
3,-3.1649849,-3.7806938
5,-5.7698365,-2.5268644
4,8.593877,-0.5453673
9,5.2241358,0.4746565
5,-8.6306727,-1.6766776
7,5.2516208,-3.0716218
6,1.6779739,-10.030509
8,-3.6102957,-0.1583625
7,6.80563,-3.8269124
4,6.8457853,1.2438763
8,-3.9496768,2.1073081
8,-4.3163082,-0.1478078
9,6.3578013,-3.073534
5,-6.1236065,-2.5831501
0,-0.2779854,7.2051157
6,2.778041,-9.8835849
1,-6.1129243,7.959087
1,-8.5365037,3.8091522
2,-0.7085977,1.4334421
0,0.3270184,9.0456323
3,-3.0776662,-3.797816
3,-2.9355278,-4.4199808
4,8.4969675,-0.2937874
3,-3.736755,-4.9717816
7,6.4693334,-3.7480398
5,-6.0314005,-2.6200563
8,-4.5557739,1.7906392
4,7.4980727,0.1332909
9,6.3983574,-2.040238
9,4.6861442,0.4862812
1,-6.3417006,8.8887166
2,-1.1646692,0.0491902
6,0.6217507,-8.8973346
4,6.493332,2.3136779
8,-4.0644713,0.9869312
2,0.3271049,1.1561018
9,6.739047,-2.4496039
5,-5.5894789,-2.0423346
9,5.5069486,-1.1228389
1,-7.1349263,4.8906617
0,-0.1497269,7.6057605
4,7.1153883,2.2815353
1,-5.8160395,9.1865314
8,-4.0848499,0.0332175
2,-0.2352797,2.3896704
6,2.3655666,-9.6825335
4,7.5986707,-1.6114256
8,-3.8479939,-1.0758709
4,8.3039111,-1.116136
4,6.4769935,1.6301888
3,-4.7496377,-2.9146387
4,6.0348951,1.7686471
7,6.9348112,-3.8425731
1,-6.6682138,5.3859816
4,8.5903236,-0.5389606
7,3.6622692,-3.2545644
4,8.1749399,-1.2488973
4,6.204048,0.6425015
4,8.2630706,0.3081545
3,-4.6849674,-2.7692103
0,-0.3513488,6.6021945
9,5.8073573,-3.0573736
3,-3.2797662,-3.7107607
7,5.5860236,-4.6588668
8,-3.6270946,0.8237529
6,3.0364795,-9.0139708
7,6.5423251,-3.7997467
5,-6.466864,-1.5854033
5,-8.8561261,-1.0333194
6,-0.4054839,-9.1061547
8,-3.7847891,0.7977862
5,-5.0106646,-2.347346
2,-0.3938405,1.8976931
9,6.350977,-0.8587616
1,-6.2761568,7.1609908
9,5.4516698,1.070108
5,-8.4237326,-1.7702611
1,-8.4525267,5.8636534
8,-4.0444821,-0.2686651
0,0.1609747,9.0758914
5,-7.8079536,-2.1999082
3,-4.7838736,-3.6566067
1,-6.105618,7.9545913
3,-4.939579,-4.3850206
1,-6.0389782,9.4951846
4,7.7452497,0.898719
6,1.6940511,-9.9574474
6,0.8388483,-9.4033316
2,-0.0175968,2.3735471
3,-4.501482,-4.0926057
1,-5.9628826,9.3261341
3,-5.063704,-4.0913634
3,-3.8163742,-3.2617719
3,-3.5829332,-5.1413225
4,7.7358163,-0.1367383
2,-0.0087539,2.3527025
9,7.3907506,-2.1314631
7,4.9084796,-3.9923035
4,8.0656398,-1.1845896
1,-9.2293125,4.650638
9,6.0083049,-1.6679076
1,-8.7711788,4.3491601
2,-0.403308,2.7020692
2,0.2683908,0.3658683
0,0.4012153,7.1591853
4,6.1199258,2.1372967
0,-0.3761773,7.2410498
1,-6.7033277,7.4404278
4,8.7871848,-0.9426455
8,-4.4998457,0.2906504
4,8.3378973,-1.1552428
3,-4.2013227,-4.2214424
6,1.3310679,-9.8057992
6,2.6026391,-8.9573285
2,-0.3316593,2.7045622
0,1.5529712,8.2542544
5,-8.6123039,-1.6644523
7,5.3904876,-4.3806741
5,-8.7262663,-1.5972109
4,6.3489636,1.7258366
0,-0.4654832,7.0787671
9,4.6287305,0.6015295
2,1.3720094,1.1633382
7,3.454328,-1.7264764
6,0.8724572,-9.5596307
8,-3.333599,-0.3336848
8,-3.9797813,1.1161251
1,-6.7313229,5.3431366
1,-6.0871677,8.3300985
2,-0.296673,0.2399022
7,6.3881216,-3.7240494
7,6.7739802,-2.9017608
9,6.4804053,-1.964144
7,4.8881534,-4.5706255
1,-5.6444835,8.0412729
8,-4.4895302,0.522719
9,6.8794302,-2.1123441
9,5.0061793,2.2881628
2,-0.3116479,2.3033203
4,7.2392058,1.3618942
6,1.2001665,-9.7794572
8,-3.4593378,-0.7166708
7,6.306568,-3.7447094
3,-3.3790765,-4.1678648
6,0.637683,-9.8717547
3,-3.9941708,-3.4975354
6,1.2511817,-9.8092694
0,0.3359164,9.5151952
8,-3.5358602,0.6159347
3,-4.0722194,-4.4754701
7,6.5001352,-3.8150483
4,4.0057486,-10.1971854
4,8.1767958,-1.1203845
8,-3.4422326,0.6291653
2,-0.3425081,1.971106
5,-6.9138981,-1.6843848
1,-5.3723194,9.1734062
5,-5.7637482,-1.9636551
3,-3.6126748,-4.2407491
7,5.7317999,-0.2210508
3,-2.2979235,-4.2986695
9,7.2040684,-3.153286
0,-0.3181523,6.8777832
6,2.6704845,-9.2520187
5,-8.5526694,-1.6678924
0,1.2338777,7.393906
5,-8.3719923,-1.5061682
9,7.4638261,-0.1924452
8,7.7608014,-2.8490577
6,0.3165432,-8.6365831
0,-0.355175,6.5742508
3,-3.135482,-1.0447499
3,-2.8218494,-3.5210633
4,6.4245901,0.772191
7,6.3504761,-3.7804769
3,-4.3384101,-4.2191259
9,7.089466,-2.2825775
3,-3.2420916,-5.1224834
7,6.3725695,-3.8856294
5,-5.3972313,-2.2739355
3,-3.3354485,-4.4444952
2,0.042071,1.2444846
6,1.2867084,-9.9595258
4,6.6833244,2.8838497
7,7.1641343,-4.1058195
5,-7.6484282,-1.632484
8,-4.6115471,1.629593
9,5.5149409,0.8085772
0,-0.0237976,6.9433763
6,-6.6745559,-0.7952549
3,-3.196035,-4.562496
2,-0.1813904,1.6486272
5,-8.6931207,-1.1336397
4,6.1038685,1.7019884
3,-3.1486742,-3.5510329
9,5.8140783,0.5308163
0,0.6855296,8.6180969
5,-8.7796642,-0.9552101
1,-7.6109122,6.4721258
9,5.942805,-1.1941618
2,0.3610185,1.3009106
6,2.4742179,-9.0382937
3,-4.1671066,-4.228114
7,4.2895189,-3.7575603
4,7.4613143,-0.6881041
6,0.4935464,-9.2265941
5,-7.9741242,-2.0215328
6,1.4705698,-9.4388064
6,0.7454552,-9.2279148
9,4.775462,0.4120641
7,6.4487764,-3.4940428
3,-3.6089927,-4.2845232
8,-4.037593,1.9564908
5,-5.0530938,-2.0276098
9,5.7638402,-1.7119848
8,-4.4092834,-2.2486429
0,1.3410784,7.4890117
2,0.621642,2.7138405
1,-5.9784465,6.7209412
5,-5.6058833,-1.6602423
2,-0.1616007,2.420436
0,0.0743023,9.4030341
3,-3.2384359,-4.6115619
9,5.1722507,2.5116444
4,7.6163232,-0.0334143
9,4.835337,0.5324634
5,-8.6396608,-1.6154801
4,6.6012315,1.5289849
6,0.9369418,-9.3643871
5,-4.7543322,-1.8999845
7,5.5687687,-3.8157016
6,2.9842119,-9.90383
8,-4.1674079,2.2128582
8,-4.5269756,1.6634397
9,5.694834,-1.2551366
9,5.2276905,2.2864808
0,0.8854655,8.1866074
5,-5.194878,-1.7641438
1,-5.6969389,7.0097727
2,1.0699934,1.5986489
2,0.8256166,2.0040833
3,-4.2644448,-4.4258641
3,-3.1954107,-4.6553503
7,4.8459903,-3.9863775
4,7.8044907,0.1243489
3,-3.3416309,-3.9228359
5,-8.5016582,-1.559958
4,7.0006768,1.6835061
6,-0.0678136,-9.3470644
1,-8.5862165,5.1497648
7,5.6442139,-3.9237773
6,2.1651162,-9.0954132
8,-5.2093135,2.1327422
1,-9.2750414,4.4565236
9,6.3665796,-1.9851011
0,1.3866416,8.4435714
7,5.5255258,-3.0171565
1,-8.2384105,4.8208726
6,0.6212745,-8.8360396
0,0.6694776,8.0306611
4,7.0085434,-0.5998292
2,-1.0016736,0.2397533
3,-2.379543,-3.9351274
9,5.9835709,-1.8525018
0,0.6094071,8.606966
4,6.7775401,-0.1415667
6,0.0881628,-9.2163915
1,-0.4388075,0.9347162
6,-0.0131293,-9.3938969
4,6.0573551,2.1176841
6,-0.2466434,-9.1837709
8,-4.4974855,-0.619605
9,6.0507734,-1.6922108
4,6.6877719,1.1412236
0,0.5736622,7.1286825
9,4.8284439,0.4438053
0,0.7394058,7.9455332
8,-4.8926688,0.6971891
1,-6.3701631,6.0658327
7,3.8787284,-4.0151741
3,-2.5509293,-3.9337318
8,-6.0659929,-1.8514173
9,5.6631761,-1.6262763
1,-8.1828586,5.1489767
4,8.0471808,0.4264926
4,7.0151394,0.754942
5,-8.6481958,-1.2404474
3,-3.3712593,-3.6515047
7,5.1391558,-3.4388324
0,0.2604034,9.0135478
9,6.9238066,-2.1388376
3,-3.0129423,-3.4220422
5,-8.2305516,-1.4796981
1,-7.3237323,7.0710941
6,0.5432314,-9.4746239
3,-2.8245749,-3.6174625
8,-4.2734737,1.6330246
3,-4.1296346,-3.6100313
9,5.7927577,-1.6213153
5,-3.9656322,3.5732176
1,-6.7452022,5.7722753
1,-8.1277442,5.076351
3,-3.5872558,-4.7983897
4,6.4585629,0.8883565
8,-4.5787109,2.1469261
7,4.3098328,-4.2958311
5,-7.2694307,-1.7445111
1,-7.8187551,4.6300579
7,5.3375958,-3.359646
5,-4.2370847,0.383821
8,-4.8564911,2.1432952
3,-4.5810654,-4.6807136
1,-5.8499717,8.2389341
2,0.9965974,0.451945
4,6.7258003,-1.5067082
3,-3.6349155,-3.63475
8,-4.7303305,2.0644939
3,-2.4207235,-4.327212
5,-8.5911046,-1.397128
5,-8.7401691,-1.4014735
8,-4.293644,2.2111448
9,6.4421368,-1.0448704
1,-6.1979262,8.1255721
4,6.282184,0.8749569
0,0.9562715,6.5220922
6,3.2418558,-10.0795909
7,6.9784503,-4.6017113
4,5.9347296,0.1522684
6,0.5493812,-9.2035848
0,0.0567227,7.8941687
1,-5.4297858,9.5179765
0,-1.0273533,8.8160278
6,0.7046317,-9.3073108
4,6.6224234,2.6950128
0,0.68177,7.7198245
2,0.1596825,1.2683898
3,-3.2505177,-4.6844927
1,-9.6525385,4.7797468
4,8.1500856,-1.2488023
0,-0.048214,9.7282291
6,-0.1469824,-8.617964
1,-7.5057314,5.4855401
8,-5.2066535,2.1401792
4,6.1131311,1.6689709
9,5.1738368,-0.9388829
6,3.2197533,-9.6254387
2,0.2848701,2.0156632
7,3.8137755,-3.8302084
1,-6.9424226,6.8858766
9,5.3105147,0.0981001
7,6.0581954,-4.0040678
8,-3.3948951,-0.9441287
4,7.9161833,-1.0371534
0,1.8801909,7.7213598
5,-7.5820603,-1.9791307
7,5.4905974,-5.162484
2,-0.0493646,2.5323383
4,6.92054,1.5239247
5,-8.0586323,-1.4756746
9,5.6243714,-1.3003744
2,-0.0643216,2.1511525
7,3.5295683,-2.8061768
1,-6.5352549,7.4999592
8,-3.9607037,1.0320551
2,0.2500319,1.3194739
6,2.1929804,-9.3153904
9,6.3104008,-1.7909819
4,7.264435,-0.5285208
3,-3.3348933,-4.4667349
5,-6.4586622,-1.4110439
9,6.3943971,-1.5603438
6,1.7068929,-9.8264273
2,0.4779147,1.8496905
5,-5.3681153,-2.6764828
2,-0.1666155,2.075264
4,6.7802086,2.8669942
5,-8.4752914,-1.7290251
2,0.6992149,0.9867113
8,-4.8026121,2.2846609
4,7.5085879,-0.1807949
7,6.4640805,-5.0295866
3,-3.3580737,-4.1192466
4,8.2559497,-1.2103218
6,1.2560477,-8.6827639
7,6.1115317,-3.9183224
9,6.1719626,-0.7357751
1,-6.3664438,7.832271
2,-0.0279733,0.8722558
8,-4.7968855,2.5750706
0,0.1896644,9.0024856
0,0.701455,6.3944919
6,3.7976243,-10.0754174
9,7.1494274,-2.4511289
2,-0.2196752,2.1481067
6,-0.2604136,-9.0923195
6,2.6384729,-8.8486292
8,-4.8804739,2.4131892
1,-0.4502765,-0.9170175
1,-6.6852426,6.4250018
3,-3.8874829,-3.3822264
1,-6.3489837,8.6054906
7,0.6013799,1.5386218
5,-7.6965622,-2.0250284
2,0.1418836,1.1789781
7,6.1119093,-3.6690771
4,6.1289384,1.7540095
6,1.5811816,-10.1094932
0,1.7686607,7.9575966
3,-3.390129,-3.7013221
