,dimension_1,dimension_2
3,-1.2100769,-0.6379464
2,-1.3435817,1.623597
2,-0.8300921,-0.3740859
4,0.5717554,-2.2733483
9,1.3679959,0.4133255
1,0.5569517,-0.742552
4,1.2088895,2.5494036
7,-1.9157652,2.5077997
3,-2.1837892,2.4203636
3,-3.5231164,-0.3639427
8,0.4110042,-0.1648504
9,0.185101,3.5832229
2,-1.9694371,1.5410583
1,0.594625,1.7370493
2,-0.6422908,0.6556537
0,0.3166346,-0.6697359
2,-1.5230491,0.484898
2,-3.1046744,1.9530337
1,1.4638842,-1.4666362
7,0.8840388,2.481527
2,-3.3264641,-0.0482713
8,0.8857264,0.4477056
8,-0.6427898,2.3215058
9,0.8965338,-0.2992908
6,0.153365,-1.0475781
4,0.6606608,-0.9462775
5,-2.2892851,-0.9350215
5,0.0388108,-1.7996264
1,1.1986617,2.1236964
9,-1.4785274,0.2808381
6,1.5524671,0.7290067
6,1.7567223,-0.2708927
7,0.1050744,1.1455542
9,-2.3578645,2.046873
2,-0.6069817,-0.1059238
2,0.3959642,-0.7564813
1,1.1715439,-0.0373328
4,1.6493042,-0.7363319
3,0.0616575,2.2383355
6,0.7890809,0.9488085
7,-2.2346535,1.6569126
6,0.3260254,-2.2731923
5,1.1069413,2.5323077
2,-1.0532092,-0.4489091
9,0.3042874,-1.4571864
5,-1.481591,-0.7039369
3,1.0564343,-0.6874926
4,-0.4509867,0.977962
8,-1.6793518,1.8192106
5,1.8325084,-0.7178988
7,0.0097769,3.7636887
1,-1.6223865,1.5179969
5,0.1618403,-2.2677468
4,0.97889,-0.5596671
7,-2.8621567,-0.5116331
1,1.1723854,-0.5109
0,0.1794309,-0.9638225
9,-1.530122,1.52028
7,-1.1449891,-1.0643032
5,1.4058243,0.1170465
4,-3.1293628,0.9350857
6,1.4977721,-1.3502762
8,0.0333467,-0.2987168
1,-1.6620816,0.703834
8,-2.4305039,2.0984427
8,-1.5765273,1.727245
3,-2.502819,-0.3853055
1,-1.6108195,-1.1405835
7,-1.5226815,0.9367239
8,-3.0954118,1.0267469
6,-1.6414419,-0.9427429
5,1.5876121,-0.3171778
9,-3.2809753,-1.2784359
2,-2.1655782,2.342417
9,-1.382363,1.8752268
3,-1.2022173,1.0909884
4,-0.605244,1.663992
9,-0.9801234,1.1472887
8,-1.8706062,0.4387146
5,-2.2732185,1.5423832
4,-0.2959444,0.4476212
1,-1.3185652,-1.8006489
1,-2.0072906,1.2868271
8,0.5248362,-2.0945714
0,0.3478537,3.1472771
0,-0.459651,-1.9246035
6,1.0646927,-0.3162855
3,-3.0931142,0.5473309
6,-2.9170319,-0.7314568
8,-2.7116431,0.2036124
0,1.2763594,-0.297911
6,-2.389533,1.3417328
1,0.611673,-0.7070159
8,0.2722944,3.4690082
2,0.1480617,-1.3121275
6,-0.9197417,2.4035869
3,-1.8156337,0.2655222
8,0.5137443,2.9795462
4,-1.6458019,0.9398327
4,-2.3104694,1.7451377
6,0.8339724,2.4913327
7,-0.8884816,0.8313532
7,1.4485117,-1.5394039
3,-0.6107389,0.7808246
8,-0.0268063,-0.7923143
9,-2.4535304,0.5249236
0,-0.6442937,1.0591506
1,-0.9330608,-1.3997248
1,-0.9996059,0.3110203
4,-3.0242799,1.6761322
2,-0.5560796,-1.791997
3,0.2360986,-0.5276848
3,0.7667625,-1.9478814
3,0.3101113,-0.3058529
4,-2.5204212,1.8206613
5,-2.350116,-0.1135636
5,-2.8798374,-0.2649354
9,-0.9344223,1.4164039
6,0.0927633,3.645091
3,0.6023687,2.6524645
7,-3.4832152,-0.374626
7,0.8813886,-0.5011006
8,-3.5018737,-0.3781791
6,1.8322712,-0.6673098
9,0.1132546,-0.2735201
8,-0.7253136,0.2044826
0,0.0680094,3.6416865
0,-2.0477266,-0.2169812
1,-3.0232955,-0.1880794
6,-0.909747,0.5336892
2,-0.7342265,0.3875066
5,-2.4519071,2.1976619
3,-0.2009069,3.4757148
8,0.1602843,-0.6141843
5,0.3519964,3.1093896
8,-3.1632522,-1.0887695
6,-0.0293917,-2.3275363
5,1.8205343,-1.0003616
7,-0.8098309,1.509143
9,-3.204331,-0.178166
4,0.8758371,-1.5909522
1,1.4420632,-1.3243863
0,-2.002515,2.2186595
2,0.5162609,0.6070319
7,0.6372492,-1.3852446
2,0.3262822,3.43951
2,-1.1476657,0.5346594
5,-1.1728548,1.5878015
9,-1.8700577,-0.6094816
8,0.4414151,-1.2414011
4,-0.7057905,-1.2505658
5,-3.343605,-1.2705895
2,-2.7298755,1.822379
9,-1.0808541,1.9392217
9,0.9645083,-0.8308035
2,-2.8576729,-1.2501671
8,-2.6937859,-1.4193827
0,-2.4398521,-1.1671792
4,1.1634581,2.2019296
3,-0.3330422,-2.1936128
5,-0.5093999,0.0404025
7,-0.2748465,-1.6293521
8,-1.6695305,1.8350634
1,-2.8180112,-0.7904096
8,0.2246512,-2.4436168
3,-1.5988872,1.6080314
0,-2.7979219,1.6262133
8,0.0731182,-1.3863724
3,-1.4057301,1.2713483
5,0.9822833,2.3628244
5,0.503776,-2.0929843
4,-1.6947677,-0.9727899
4,-2.7264806,0.9134171
6,0.1559367,0.7902848
3,-2.7007126,-1.3336257
1,-0.8936833,0.4870782
3,1.1804318,-0.0683278
6,-1.3801713,-1.7546311
4,0.8445984,0.2573734
9,0.8530718,-1.7654231
6,-0.923529,0.9935245
1,-1.6020225,1.6153514
5,0.2680016,3.1913727
8,0.1516618,0.6890554
1,0.9521011,-0.9055603
8,-2.8675865,-1.0249291
7,0.7095918,-2.0327516
2,1.2852224,2.5561292
8,-0.7802598,1.1855284
3,-2.8092807,-0.898975
4,1.0426461,-0.7288894
0,-3.0596896,0.7952619
5,0.2351859,3.7564229
3,-0.3760043,-1.6884593
7,0.9435379,-1.9977566
6,0.9643943,2.2363139
2,-0.3857881,1.4364958
3,-2.2319821,-0.4682215
3,-3.0017954,0.2470712
4,0.3841565,-0.8825788
6,-0.0473401,-1.4513158
7,-0.3782244,1.8726456
6,-2.6863777,-0.9210934
3,-2.3617737,1.380009
7,0.9879951,0.6846938
9,-2.5617033,2.1588221
7,-0.476383,-0.5405231
7,-3.3434665,-0.5254565
7,-3.4666052,-0.2598656
1,-2.0669979,-0.1517478
6,-0.245369,-1.6543049
3,-3.0439219,-0.3362971
0,0.1376562,2.9653227
2,-1.8684274,-0.8662945
1,0.2992111,-1.1608614
0,-0.8448956,1.3525123
0,-1.9859094,1.132264
6,-1.5991077,0.5108437
1,-2.1511135,-0.9211622
3,-0.872631,1.3978161
6,-0.2368928,2.2305622
3,-0.5927583,0.9341951
5,0.4740852,2.8996738
6,-1.8792833,1.9438297
3,-2.941252,-0.8575254
6,0.9995046,2.8420263
1,-1.0482508,-0.4801356
3,-2.5326266,1.7687612
4,0.9932778,2.6546452
6,0.8848311,-2.0545395
7,-0.2408928,0.8062266
7,-2.4857494,-1.0845131
6,-3.1867836,-0.5697953
3,-0.4660699,0.7447817
2,1.0528496,2.3651644
4,1.1230161,-0.6954011
2,0.6971381,2.6730328
2,-0.6841403,-1.8300426
5,-1.8055249,1.3098938
1,1.3953096,-0.9137109
9,-1.9768837,0.9066583
0,-2.0362005,-0.2242205
1,-1.7436399,1.7984056
4,-0.4635663,2.3816052
2,0.1493099,0.1394799
4,-2.3043185,-0.1067147
2,-0.1143343,-1.941989
2,-1.9581517,0.9952541
7,-2.3990378,1.7764084
6,0.2209115,-1.0270288
9,-1.2748536,0.6653823
6,-3.0502242,1.9627942
7,-1.3698634,1.0304357
6,-2.2566235,1.2408561
9,-2.3493486,2.1294628
2,-2.537996,2.1034201
2,-0.2447249,3.7310568
4,0.5512628,1.1370984
0,0.2461662,-2.2934739
5,0.6966259,2.94346
4,-0.1385772,3.6127431
2,-1.6687878,-1.1733438
8,1.3041386,2.4726194
6,-2.2960008,1.6146977
7,1.2070878,2.3723509
6,-1.0865076,0.1636782
0,-0.2994422,0.7053028
2,-0.4636467,-1.8411689
3,-0.4829797,2.3407743
7,-1.3726678,1.8467753
8,-2.3615573,-0.9122272
6,-1.2240016,0.7379319
4,-0.4847914,1.522316
6,-0.8262229,-0.2677819
6,0.1027734,-0.1673515
4,-2.5759341,1.9542363
1,-1.7576292,-1.532208
4,-1.0977701,-1.8228615
4,-1.6629547,-1.4319879
5,-1.2219183,-0.5366405
0,1.3212395,2.3390789
2,-0.6214206,2.2545524
3,-2.3066291,-1.00768
3,-3.3267446,1.0763227
6,1.1130339,2.4624022
3,-1.7606186,-0.142528
2,1.185226,2.3749462
3,0.5165294,-1.8408435
0,0.8861462,-1.0297084
2,-2.1061119,1.8130865
4,-2.237444,0.998861
3,1.3762858,1.0611655
8,-1.1716582,0.4116879
4,-0.0643022,2.2049593
1,-0.531753,-0.3828594
8,-2.1577076,2.192237
3,0.092292,-2.2399493
0,1.1226367,2.2529268
1,-1.7591897,-0.8417472
0,-0.693846,-0.1361779
0,0.5133297,2.3081047
6,-1.4631808,0.267096
9,0.1698734,3.6110715
5,-1.5631519,1.4039188
0,-3.152749,-0.0371522
9,1.1873094,2.5332935
1,-1.983175,-0.8500716
1,0.0783544,1.6947843
2,-2.5747725,0.4599214
4,-0.338229,0.6333057
3,-0.7812407,0.991814
6,-0.9163093,-0.2180579
5,-2.3852363,1.4839338
7,0.7921512,2.6676009
6,-3.2671582,-1.1056573
0,-1.0361449,1.2473936
7,-3.3387749,-1.0265038
4,-2.2794997,-0.3644825
8,-1.4757231,1.6960142
1,1.3609023,-0.4696573
0,-1.2248925,-0.7077507
8,-1.0231392,0.2564322
1,-0.9304159,-0.5345689
8,-2.5332341,2.1504302
2,0.1818597,2.1778777
2,-1.959991,-1.3493031
3,-0.7752285,1.0935796
2,-1.4919795,-1.0986343
4,-2.1876565,2.0193089
0,-0.5198734,0.9490181
5,-0.2775825,2.5851482
8,-1.6454689,-1.0890742
6,-1.6826195,1.2690116
4,0.3930799,3.624781
7,0.5036972,1.1934964
0,-0.9696234,2.1278319
8,-2.8549218,1.3065116
1,-2.1854049,-0.0702225
0,-1.3437394,-1.5473302
3,-0.8802975,2.2991689
1,-0.8376184,-0.9292131
5,0.9858604,2.8918918
2,1.2932086,-1.0316362
6,-3.145887,-0.6128678
3,-3.37952,0.8099819
6,-2.7330377,1.376936
4,1.5574127,-0.9870218
4,-2.6865554,0.6418081
5,1.7838061,0.4165802
3,-1.275317,0.8815134
6,-1.1282894,1.6631604
3,0.8728796,2.5505948
7,-0.8678214,-1.6603073
4,-2.903078,-1.1106711
8,0.6623642,-2.3337698
2,0.9569345,2.7969142
9,-1.1323652,1.1650787
7,-2.632312,-0.2989733
8,0.3586486,-1.3403919
4,-2.0256771,-0.9077284
3,0.778142,-0.8597296
3,-0.6644338,-1.7437039
7,-1.6676243,-1.0344671
2,-1.5797641,-0.8681278
0,1.6933593,0.8530787
4,0.0557873,3.6973789
1,1.1239249,2.5202948
4,-3.3874868,-0.2265509
7,1.3095234,0.4234171
2,0.0475283,-2.2134914
3,-0.6737923,-0.1911916
9,1.2341873,-1.8177647
0,-3.5431327,-0.3600596
1,-0.0013762,-1.7107168
9,1.0730376,2.6427492
2,0.0393334,-1.2065109
4,-2.079496,-0.04359
6,-2.5275713,-0.8519776
5,-2.6735116,1.7979386
3,-1.5584665,0.9372749
2,1.0144244,-2.0096301
2,-2.7913787,-0.0038082
0,-2.1732066,1.0501066
7,-3.1564377,-0.3643145
6,0.0996485,-2.5326499
0,-2.3824728,1.8921947
2,0.6066539,-0.9776818
1,1.0301158,1.9090811
1,0.7329022,-2.134041
5,-0.8591228,0.9348966
1,-2.0000973,0.7927034
5,-1.661979,-1.0710815
1,-0.0936239,-2.1704838
7,-0.0814246,2.4679836
7,-2.0578886,1.7137634
1,-1.6335388,0.3309554
2,1.0677696,0.0643846
6,0.5799591,-0.5910157
4,-2.9582713,-0.4966908
4,-1.7515657,-0.0314282
2,-2.6104807,-0.0740605
9,-0.0618071,3.5497723
9,-3.0967374,0.0668151
6,-1.3313038,2.3139019
7,-2.8850204,0.1761354
9,-2.5565444,1.8319116
0,-0.5809609,0.4557395
3,-2.1797819,1.6897983
0,-2.1660379,1.6618868
3,0.3331257,-2.4158811
7,-0.2062425,-2.3849346
8,-1.6555791,-0.6976281
5,0.4389298,-2.2601252
6,-3.0613764,1.0928216
1,1.4289576,0.9423305
1,-0.2954868,-2.4032087
1,0.0628456,3.6770934
8,-2.1290802,1.2945165
6,-0.0160967,-2.5549712
6,-0.2867097,-1.6568837
1,-1.2479853,-0.6931159
0,-1.4250324,0.4579739
8,0.2016539,1.7628121
8,-2.5561696,0.0588974
2,-1.3852876,-0.4844312
7,1.1795648,-1.7942501
7,-0.103532,-1.1591105
6,-3.1044523,1.7882291
4,0.2077322,-1.491493
4,-0.0240288,3.5420363
0,0.1158331,3.4475233
5,1.7176242,-0.2416278
4,-0.048906,0.2351358
4,0.4190181,-0.3676952
2,-2.2272215,1.1354377
0,-2.3265129,-1.042424
5,-3.0695985,0.0464839
0,-0.7165065,2.0952158
0,1.4769644,-1.4811467
2,-3.1859911,-0.0968074
3,-0.6730348,-0.7496474
0,-1.9192296,-1.3531548
1,-1.8371873,-1.5468292
4,0.1488467,3.6340243
9,-0.7644191,1.2260461
6,-3.4752576,0.1229523
1,-1.4739655,-0.9112872
5,1.4412823,-1.2025761
1,-0.8196501,-1.5307733
4,-0.431964,-0.7061426
0,-0.2796241,2.5079646
0,0.2575099,-1.4039613
6,0.543564,3.3598296
8,1.7765493,-0.4573902
9,0.5669334,-0.4886538
7,0.2215583,0.5782826
3,0.8090351,-0.3327436
2,-3.5482113,-0.5008307
0,0.3719005,2.2794491
0,-2.5621236,1.5234567
8,0.0550957,-1.4436345
6,-2.5594065,0.5661885
3,0.3258391,-2.5304175
7,-2.832209,-0.7046297
9,-0.172606,-2.3358469
5,0.1198449,3.5200959
6,-0.9483929,-1.2356757
5,-2.3551394,0.7312912
3,0.2209784,3.5300256
9,-0.0156097,-2.0467622
0,-2.0184449,0.2464923
6,-0.1543653,3.6658078
1,-2.0713965,1.5121971
9,-3.5013774,-0.0500681
4,-1.3136082,-1.2407174
1,-0.6425586,0.4199491
5,-0.0390179,3.0398441
3,-2.3544819,1.8416087
6,0.3457027,2.6100903
8,-0.3477495,3.3650055
7,-0.5485248,1.6583071
3,-2.6825569,2.0364306
8,0.9212457,2.436553
3,-1.3305017,-1.4587582
9,0.5184293,-0.9701038
7,0.8541686,-0.937611
0,-2.9111687,1.8213976
5,-0.6806039,-1.827715
1,0.2502613,-2.4135895
7,0.0323855,3.7991844
2,-0.3128076,2.1908674
8,-1.5183755,0.8321408
3,-1.3858635,-0.2291184
6,-1.0589724,-1.5867731
4,-1.7160312,0.198242
2,1.4421021,-0.1648805
5,0.4478509,2.7656306
6,-3.1782542,1.8125686
6,1.5954888,-0.5521145
5,0.0540006,3.2908206
7,-3.4181357,-0.2384738
2,-0.2731991,3.1733102
8,0.1748773,3.6807007
4,-0.5038608,-1.6602934
0,-1.3836431,0.3027377
7,-2.7822593,-0.1171037
1,-1.4854784,-1.6894192
2,-0.1648562,3.4318858
2,-1.6670759,1.5006778
1,-2.7165675,0.4269934
3,-0.8049183,-1.9235975
4,-0.3384637,3.2877192
4,-0.1818572,3.5385835
1,-1.0695509,0.442249
5,0.5968796,-0.2615442
8,-2.8303364,1.9411972
6,0.9232176,-1.3184543
9,0.2494552,-2.4435783
7,-0.0590116,-1.4963153
4,-0.8895725,0.9510772
8,0.2408633,3.381067
9,-1.718582,-0.357441
9,0.2809284,1.7898795
6,-0.1938401,-1.8660377
1,-0.2188868,0.6202191
9,1.7551736,-0.0404444
6,-1.6415584,0.6064497
5,1.1484026,-1.4235814
8,-1.0431085,1.4292145
6,-3.2677959,0.5814215
9,0.3560733,-0.6707956
9,-1.6814935,0.254321
9,0.0146195,1.1505267
1,0.5442536,-1.8456732
0,0.2092129,3.7030738
9,0.8186388,2.7200899
1,-0.2031586,2.4702776
8,-0.2330386,0.4737737
2,-1.6636632,2.6042277
1,-1.2418079,-1.9586191
4,-0.450889,-1.5107267
5,-0.1207428,3.1919083
4,-0.3205789,-1.7759912
3,-0.9820709,-1.6556751
3,0.2206624,-1.9469958
0,0.4784904,-0.652473
7,1.1406166,-1.6186286
6,-2.2271839,1.7552737
4,0.4476149,-1.2058774
3,1.6834941,-0.4202306
4,0.3453296,3.0674509
4,-0.2414649,3.4460561
4,0.8154298,-1.9147281
9,0.9957378,2.3369681
0,-2.0970049,1.9113905
8,-2.1948157,0.879702
3,-1.6563218,1.9935362
8,-0.0863093,3.8570128
8,-2.9128912,-0.7592284
6,0.6637559,-1.1168128
7,-1.6126847,-0.3373587
0,0.078117,2.1924751
5,-2.7465392,0.3191767
5,1.1667706,-0.8415916
1,-1.6323108,1.9321795
7,-2.9618037,-0.2102062
5,-2.4912542,0.7143271
8,0.335479,-0.4609293
8,0.1059326,3.7825361
0,0.5836591,2.4195406
9,0.2161213,-2.1540697
3,0.4930684,-2.4185685
2,-0.0178746,-2.4137612
5,0.090613,3.6707721
5,-0.2299253,-1.3536862
4,0.9933524,1.9894101
1,1.3048686,0.5983872
6,0.1542791,1.0171631
1,-1.3230703,-1.7118202
9,0.3765711,-0.5587227
6,-0.4989787,2.3435664
8,-0.8185522,2.2623587
2,-1.6083099,-0.550278
3,-0.7664192,0.0449568
1,-0.5049372,0.2139212
3,-2.7578142,-0.6945387
3,-0.1640045,3.5677323
3,0.7798696,-1.542989
8,0.4984272,-2.07119
2,-0.7772901,-0.573826
6,1.5930444,-0.9366416
7,1.8710423,-0.5237297
4,-2.3560856,0.7973141
4,0.204145,-2.1110257
9,-1.50451,0.1866688
3,-2.3761347,0.377713
2,-3.1140289,-0.2261632
0,-2.1658867,0.6294161
0,0.4705441,-1.4425959
0,-3.1882563,-0.6109743
0,0.3898909,3.1839912
7,-1.8745417,-0.7956297
1,-1.6995086,1.5792854
7,-0.1234806,-2.1512387
6,-1.2227636,0.0759117
6,0.5955466,0.5405453
2,-0.522689,-1.260409
0,-0.0664628,-0.9833863
5,-1.6452143,-0.6714154
6,-0.2458441,2.4372648
5,-0.5870063,1.6910668
8,-0.1122985,-0.556857
0,-3.1180984,1.1445128
6,-0.0991097,-1.5215563
2,-1.7543505,0.3316695
2,-2.1540762,1.4958497
8,-0.3050402,0.998234
7,-0.7181126,-1.5905136
0,0.3565247,3.1212116
4,-0.1331078,2.9908377
6,0.2221921,3.2989625
2,-1.3535423,0.5838228
8,-0.1568151,-1.1233246
8,-1.4174458,-0.9264877
1,-1.629287,0.6592882
0,0.1749759,1.2437404
7,-2.8889811,-1.1220942
7,0.6912045,2.8410661
9,-1.1054286,0.6638543
3,-1.5056572,0.2109378
1,-1.3571816,2.4533402
5,-1.9766179,-0.9835471
9,0.1573925,-1.5190369
3,0.8986749,0.084591
2,0.1580409,3.6408667
5,-0.4697416,2.1993387
6,-3.0586926,1.7175532
8,1.7512309,-0.192866
7,-2.4830463,1.6801719
5,-0.2008325,1.0720401
6,1.4269071,2.0969711
9,-2.6689722,2.0469384
6,-0.7739396,-0.3114171
1,-1.5629721,1.888588
8,-1.8765284,-1.6451606
2,-2.077331,1.1788897
7,-1.9654062,-0.1058708
6,-2.7220011,1.3572685
4,0.4338268,-2.339459
2,0.7886713,3.1373222
9,-0.8902349,0.3980748
2,-0.2299031,-1.2544949
2,-1.8169234,-0.7647855
8,-1.7322783,1.5752006
1,-2.0194273,0.740282
2,-0.0014528,0.1178755
3,0.1495643,3.0012345
6,-0.9010645,0.9839609
3,-2.8737488,1.7905308
1,-1.2021346,0.6388448
0,-1.348292,-0.0978928
2,-2.6964485,1.5805858
5,-1.8264078,1.146049
1,-0.1326822,-1.8590566
5,0.1430664,3.4633601
6,-0.4305099,0.9712935
7,-2.4132209,0.5481559
1,-0.4212945,1.9262469
9,1.5370513,-1.3324895
2,-2.0642926,1.4061388
7,-3.2530599,-0.198058
3,-0.5938961,2.0474908
0,0.07397,-0.2872931
7,1.0737022,2.6621099
2,-2.5251051,1.4558745
3,0.9977932,2.856668
7,-0.3828032,1.3627947
7,-1.9980154,1.3093067
9,-2.9621256,1.6468301
7,-0.5991027,-1.9436842
1,-1.4115379,0.8559631
3,-1.8839724,1.0058641
3,0.913735,-0.7349913
6,1.6596544,-0.5014672
6,-0.173477,1.1431035
4,-2.7303154,0.0646377
7,-2.7944514,1.6335557
2,0.4294778,2.9300862
8,-0.0959364,-0.9532265
7,-1.8549496,0.9712334
0,-1.0769384,0.3839754
1,-1.5658435,1.3569273
3,-3.0589778,1.6549593
9,0.2340181,-2.4470369
5,-1.0677146,1.299061
1,-1.7347949,1.4046531
3,-1.7492759,1.2383533
3,-2.0329636,-0.5212096
6,-3.4519243,0.0160721
0,0.6423677,-0.8222587
0,-0.8308421,2.4518416
1,-2.9350366,0.5582568
1,0.6298027,-0.4366643
3,1.3738272,-1.3757023
2,-1.2552645,-0.4862261
3,-2.9533209,-0.7486046
3,0.5151503,-0.6962991
9,-2.6674272,-0.9007305
6,-0.1653041,3.6596087
9,0.3378903,-0.548815
7,0.0892704,3.6333902
9,-2.3156355,1.3466515
8,0.1405873,-0.6552559
0,-3.4347157,0.6729613
9,-3.0146399,-0.4476777
1,-2.5767884,0.5718603
0,-2.4747099,-0.8754377
8,0.5613272,-0.1900083
1,-1.2195783,0.2501956
6,-1.5031627,-1.2985263
2,-3.0722238,1.1478903
2,-2.2625947,0.8787166
3,1.5921524,-1.4135972
5,-2.6515307,1.1856958
4,-1.6793611,0.9472264
0,0.6892026,-0.5744868
5,-0.7530764,0.1024305
3,-2.5861902,-0.4214223
6,-2.9897949,0.9850922
5,1.5701646,-0.2491912
7,-1.9181427,-0.3126555
5,-2.951102,1.8915454
0,0.3665766,-0.486985
5,-3.1939118,-0.7160122
1,-1.0359036,-1.833862
1,-2.5015712,1.612181
2,-3.2324815,-0.2001837
8,0.3263438,3.389323
3,0.9815488,-1.9738341
5,0.8286086,-0.4075884
4,-0.7550648,0.0579033
6,0.2297746,-0.9711193
5,-0.0384402,-1.4093092
5,-0.9351597,-0.3269589
6,-1.8693999,0.8451791
0,1.0124207,-1.7718801
7,-0.0069074,-1.1155825
5,-1.8584785,1.2318521
8,0.0410021,3.6737544
9,-0.7897744,-0.2360976
9,-0.395373,-0.6885842
4,-3.3841341,0.9025281
8,-0.0031962,-1.3789155
1,-2.8867897,1.0318411
7,-2.7731499,-0.8612288
5,-1.0137885,1.8895757
4,0.782143,3.2318664
1,-1.2698727,1.2755348
3,-1.9229328,0.5113836
7,-0.5933209,0.5692643
9,-0.493785,-1.2834869
8,-2.8211672,0.4248468
8,1.4406877,-1.7165475
2,-0.6489291,2.2911062
8,-0.5513084,0.813486
4,-3.3650938,-0.1512566
3,-0.8920386,-0.4215336
8,-3.1826253,-0.5806992
1,0.5918286,-0.4608786
5,-0.1401508,-1.4065458
5,-1.444396,1.5079706
5,-3.3366554,-0.2492115
8,0.6903543,-1.3245944
4,-2.4686492,-0.5257996
2,0.2280471,-1.1212461
9,0.0469554,-1.3729157
7,-1.4031058,1.5757625
2,1.3016147,-1.5231124
4,-2.0220461,0.465718
5,-1.4749062,2.3435721
2,-1.5601027,-0.8033825
1,-1.2053415,-1.8182277
6,-2.2616418,1.3952587
3,-3.4996876,-0.4114985
5,0.9399198,-0.9537609
7,0.146891,3.469088
2,1.0662108,2.4734714
5,-1.5521631,0.6064751
4,0.8531053,-0.9588172
3,-3.3087796,-0.147592
5,-0.4024219,-0.1615729
4,0.2363875,-2.5428146
6,-0.9009733,-0.1242523
9,-2.2754097,0.846508
4,0.8767672,-1.3568874
4,-0.5409538,-1.6154086
1,-2.1744162,-1.2486153
9,-0.3019823,-2.094725
7,-2.8264787,-0.845666
2,-2.2562092,2.1307058
5,-0.6373246,-0.4403219
2,-1.8568353,-0.4860361
1,-0.7271118,0.1293906
3,-2.8282888,0.4345731
3,-1.5287597,-1.5316297
0,0.9912999,1.2421237
3,-1.8613165,-0.754228
1,-0.4899033,1.931071
6,-1.8269381,-1.4496569
0,0.7599615,1.9084599
9,1.2716323,-0.5735911
8,-2.5472697,-0.2376546
6,-0.2895849,3.4479493
4,-1.4873984,-1.8556803
3,0.7181743,0.1238183
3,-1.5208266,1.1345753
3,-2.7021385,-0.0557191
5,-1.5771607,-0.7413671
1,0.0977644,3.7462505
7,-0.9375629,-2.1292968
6,-0.767974,0.0299662
3,-3.1714908,1.1317147
5,0.88258,-1.7716489
3,-0.8536596,2.9748624
6,-0.877686,-0.0188026
0,0.2287219,3.5758628
1,-3.1990518,1.6436326
3,-0.7016253,0.361957
9,0.1078071,-2.5590697
7,-2.3623185,2.3247085
3,-3.2371868,0.0772331
9,-2.917265,0.6746472
7,-0.4212943,-2.0946335
1,-2.1709384,1.9106209
4,0.2916795,-1.0072715
7,1.269201,0.3785166
7,-2.611265,1.8774359
7,0.1990284,3.7454399
0,-0.0127746,-2.0465631
4,1.1459561,0.7629525
9,-3.3612439,1.2491081
6,-1.3987825,-1.6647157
0,-1.0231331,2.0597708
0,-2.1804114,1.0145579
0,0.2326205,-2.4186714
4,0.0437051,3.5318801
3,0.1997843,-0.5459576
7,-0.9099968,-1.7074859
7,1.0118381,0.2915086
6,-1.8401709,-0.9049988
9,-1.2475179,1.2007347
9,-1.4617464,0.5228348
2,-0.5766682,-0.0404288
5,-3.0931505,1.6461806
0,-2.2420094,-1.1224296
0,-0.0137797,-1.7539909
1,-0.6405611,0.2731003
7,-3.1716128,0.8789247
0,1.0442925,-0.5200802
0,-1.7805207,2.3089863
1,-0.4587876,0.8166325
0,-0.0671257,-1.7906851
0,0.4846574,3.5090648
6,-0.7982783,2.1794216
4,-1.3425805,0.4190841
5,-3.0105685,1.6854419
0,-1.8980389,1.0917687
5,-0.1363114,-2.1821625
4,0.5024336,3.3552071
3,0.410458,-0.9326784
7,-2.8477283,-1.2985098
6,-2.6245188,1.6552146
9,-0.9130497,-0.347156
7,0.3761695,1.3717042
2,-0.3526929,3.3193367
2,-1.0095327,-0.9963647
0,-1.6436779,-0.7759437
1,-1.6063299,0.3712042
6,1.6136277,-1.0164902
0,-1.7102842,-1.623061
2,1.1185121,-1.9926704
0,0.1872632,1.2326948
2,-0.0883644,0.8480045
1,1.297239,-1.1351612
9,-1.1922362,-0.2652213
3,-1.7689535,0.9929944
9,-0.4660584,0.1013037
2,0.9491938,1.8759771
0,-1.8538064,-1.7253105
6,-2.3986497,-0.6424751
1,-1.7777261,0.3000032
2,0.510054,1.0850699
2,-1.2355649,2.210704
8,0.3509805,1.0422947
3,-2.5723056,1.7265798
1,0.5403646,0.4642042
4,-1.5850687,1.7794149
7,-1.3282079,-1.7550725
5,0.4309834,0.2723201
4,-2.0456281,-1.1344196
6,-1.5253578,-1.3408387
7,-0.9471378,1.3085032
7,-1.6369132,-1.7861101
6,-2.441148,2.1349882
8,0.2527181,1.5038901
7,-0.7471756,-1.0282338
9,-2.6214488,-1.2831377
9,-2.7816133,-1.2052216
0,0.7432315,1.6558406
0,-2.7904503,1.1093564
1,-0.4642004,-0.1814866
2,-2.9136372,1.3090067
2,-1.9080255,-0.0302174
7,-0.2634957,-0.3385469
3,1.0323033,1.6831403
6,-0.4043089,-1.7802558
4,-1.8185678,-0.5140938
5,-0.7354946,1.2714346
5,1.4716036,0.1843711
3,-0.0079426,3.3417833
6,-1.6984398,-1.3493404
2,-0.0462329,3.5820036
7,-0.1738186,-1.6971305
3,-2.4847985,-1.4299695
8,1.2656147,2.0070785
7,0.7219353,0.9967979
0,-1.5678596,-1.1648192
0,-0.1369883,1.1282863
1,0.3402571,3.1357336
6,-0.1694758,0.4310037
2,-2.5889909,-0.9179755
8,-0.3723469,0.1378887
3,-0.127724,0.066806
0,-2.35403,-0.5522239
5,0.8384276,0.2924119
