x,y,cluster
2.64,3.94142,8
-3.97556,1.92805,11
-3.12973,4.47982,11
-3.23513,3.04975,11
1.09522,1.72041,11
-0.79561,2.79508,13
0.693549,4.02678,10
0.139808,7.43467,9
1.61831,4.27821,10
2.30128,0.0473145,2
1.29219,4.33614,8
0.16125,6.39197,9
1.63393,5.68751,8
1.00546,6.80796,12
-0.457729,7.82299,9
1.85784,4.92364,9
1.7881,4.5996,8
1.0579,7.19233,9
2.99357,3.85723,11
3.63233,2.41016,2
1.23218,3.71304,10
2.37031,3.99664,8
1.18976,7.17831,9
0.0179586,7.74454,9
3.59421,0.345908,5
0.0326652,1.5852,5
-0.513529,5.97973,8
1.41127,6.25739,10
1.43421,3.18072,10
0.491787,6.99809,9
3.72824,1.42548,2
2.89761,3.952,8
-1.65772,0.557921,5
0.982378,4.47062,8
3.36963,2.80758,2
0.865257,-3.8861,7
0.607062,6.47545,12
1.49979,4.79178,9
0.400043,-3.68747,4
2.8953,-0.620806,3
-0.385303,-5.31138,4
-0.0519135,-5.48999,7
-0.185472,-5.41991,7
4.07146,2.37085,2
-0.442167,6.51083,9
2.08389,5.4519,8
-0.433131,1.32042,5
0.324115,6.07721,9
2.72185,2.00011,5
1.10098,5.88705,8
-0.411446,-6.04275,7
2.63034,-0.270541,7
0.424053,6.69357,12
3.98707,2.21395,3
-0.446401,-2.94591,4
0.780061,-2.91122,7
0.154677,-4.98912,4
-0.433741,0.986505,5
0.0997356,5.86088,9
0.006941,-5.65376,4
1.27793,-4.33932,7
-0.446743,-4.02591,4
3.4908,0.106592,3
-1.75253,0.98337,5
1.39685,5.89228,10
2.35654,3.89643,10
-1.41573,-5.03411,4
2.7764,2.50751,2
3.28386,0.195804,2
1.51481,2.70636,6
2.43262,-1.5232,7
-0.868516,6.88933,8
3.16096,1.44858,2
0.165261,-4.4008,7
0.287675,-2.47919,4
-1.10015,-4.3887,4
0.0333996,-5.7402,7
0.494607,-5.36242,7
0.477926,6.65711,8
-0.387907,-1.44466,7
0.524466,4.01431,10
1.34247,-2.58265,7
3.87486,-3.36011,1
-1.73897,2.44133,13
-0.341951,5.96289,8
-1.64168,2.71935,11
1.73591,3.94558,8
3.48995,2.32941,2
3.30089,3.44982,8
4.04716,-3.4717,1
3.95361,-2.8679,1
4.1741,-4.27555,1
-0.423313,-5.34168,4
-0.492855,5.31525,8
-1.05487,-4.41358,4
4.20237,-4.37714,1
4.02985,-3.31466,1
4.2957,-4.35785,1
0.0165282,7.01211,12
-1.93792,3.24545,13
3.98822,-2.65545,1
3.98867,-3.48871,1
3.90558,-3.72825,1
3.87139,-3.36672,1
1.9242,3.59211,10
4.31256,-3.09493,1
1.19291,3.22522,8
0.535445,-4.00289,7
-1.90677,1.94314,13
4.45797,-3.59872,1
3.90495,0.93689,3
-0.783385,7.10246,12
3.39188,2.56768,2
1.52799,5.97666,12
4.30228,1.2091,2
-1.50486,6.96887,12
2.91327,1.74274,2
0.134501,-5.41919,4
0.898979,5.64631,8
5.21271,-3.30905,1
5.40964,-3.64023,1
0.460117,6.64562,12
0.180901,3.62643,8
4.93219,-3.81115,1
5.26144,-3.55771,1
3.02721,0.536073,3
1.01983,-2.61102,4
2.88284,0.0678893,3
0.591196,5.15761,8
-1.87818,2.51702,13
1.17589,-2.80339,7
-0.714178,-3.65323,4
1.86798,3.6363,10
0.552821,-4.90967,4
4.99973,-4.00545,1
-0.243141,-5.11471,4
-1.59546,7.08299,9
0.895052,6.17595,12
-1.19266,-5.35032,4
-0.942153,7.35689,9
-0.462682,-2.87467,4
1.07331,6.02438,8
-1.13326,5.79086,12
0.36938,6.02506,9
4.23276,-3.62266,1
-1.17342,6.52196,12
3.34891,0.823235,2
-1.72594,1.64188,5
3.60478,1.9255,2
2.75571,0.742574,3
3.51998,1.18925,3
-3.16805,4.99881,11
-3.36111,4.47033,11
-1.51969,2.25654,5
3.72318,-0.0314109,2
4.79168,-4.40815,1
-1.37081,2.93538,2
0.412132,4.9144,8
-1.51676,7.55972,12
3.516,2.97407,2
3.17482,3.53233,2
0.0941524,6.50929,8
-1.89949,2.27855,13
-1.76807,1.65827,5
-3.93995,2.53216,11
0.208532,3.53359,8
-1.23677,6.61407,9
-3.17007,4.74173,11
-3.44444,4.52935,11
-0.43675,7.03732,9
-2.98196,3.65886,9
-0.254441,7.21096,12
0.849576,5.58824,10
-0.754123,6.55195,9
1.96417,3.61659,8
1.1244,5.58467,8
0.0590649,6.21901,8
1.90863,2.10909,2
-0.147702,3.84863,10
1.48857,4.78778,10
1.92393,2.46447,8
-0.0531395,6.73618,12
0.807038,6.72546,9
1.40127,6.14057,10
2.83252,2.05393,3
0.216089,7.32756,12
1.32955,6.42255,12
2.59971,3.44614,10
3.70925,2.49019,2
0.451867,5.88844,8
-0.648361,5.88275,12
3.35174,2.42412,2
0.850067,5.75828,9
3.34208,3.40723,2
0.817711,4.0391,10
1.33762,6.33165,9
4.24331,0.928267,3
3.45097,2.79278,2
2.82019,-0.282773,3
0.264105,-5.15772,7
1.52801,4.5808,8
3.44293,2.36186,2
0.0613892,1.69821,5
1.15856,4.89179,10
1.58179,4.63046,10
-0.029292,-4.76354,4
-0.18504,-5.37301,4
4.36177,1.44807,2
2.52565,0.62103,3
3.9456,0.88264,3
1.0694,-0.774204,7
2.91706,-0.329348,3
1.47343,2.17151,6
-0.620183,-3.46692,4
-0.354521,7.22704,12
0.298883,-5.14192,4
3.84595,0.218419,2
0.00509143,3.79943,10
0.14145,-5.61116,4
1.02371,5.71445,8
-1.77585,7.11948,12
-0.762965,7.30435,12
-1.68507,2.45981,5
-0.389736,-4.87225,4
0.54592,-2.31626,4
-0.550825,-5.38168,7
2.8247,3.59705,11
-0.922198,6.23943,9
3.4879,0.840182,2
3.50953,0.612941,2
0.440816,-5.53022,7
-1.29481,-5.41444,4
-0.536421,-5.42292,4
3.94149,0.700174,2
-0.324614,6.53097,12
3.14696,2.75086,2
-0.229883,-3.73706,4
0.468524,-3.00278,4
0.368188,-5.14086,7
-0.00572015,-5.97077,4
-0.874198,7.00907,9
0.4305,-3.37307,7
-0.800754,-4.72558,4
0.910652,4.62863,8
-1.21706,-4.22051,4
1.07061,-2.15773,4
3.08037,1.00772,2
-2.09815,3.07949,13
-1.90953,3.32308,13
1.55086,2.77922,10
4.64253,-3.32444,1
1.84779,4.63391,10
-1.22499,6.58822,8
-0.758048,-4.99686,7
-0.656504,4.92951,5
-1.60123,7.57566,9
-1.94859,2.98579,13
-0.129141,6.03359,10
3.92531,-2.59114,1
-0.439029,4.85259,9
-0.673019,2.7485,5
-0.0563178,1.76218,2
4.96486,-3.25925,1
2.57911,1.16936,5
4.29782,-2.86432,1
0.788571,-4.57139,7
-0.260294,-3.91776,4
3.91254,2.09411,2
3.28735,2.73193,2
3.79428,-2.29669,1
3.46678,-0.111696,3
2.45408,3.20849,8
0.506896,6.89953,12
3.01147,0.399383,3
-0.0577218,-3.45379,4
-0.464314,1.05815,5
0.667671,5.87818,12
5.20301,-3.4847,1
-0.663095,-3.94213,4
-1.79357,2.68977,13
2.6253,2.49509,2
-1.7608,7.35991,12
0.210844,-0.858001,2
0.630466,-5.16677,4
-0.792369,-3.98994,4
4.12035,1.5676,2
5.16026,-3.56845,1
2.25618,0.556154,7
0.221225,-3.12304,7
1.18807,-1.34126,6
-0.0281101,5.87142,8
-1.74724,1.73163,5
-2.55044,5.10659,8
-1.77007,1.09344,5
5.07658,-3.92463,1
4.08566,0.641999,3
-1.64161,7.57742,9
3.18733,2.93195,10
-3.34044,3.9109,11
-3.50536,3.72661,11
3.57865,0.901375,2
-1.68928,7.15483,12
3.96239,1.18653,3
1.69395,4.3252,8
-3.27201,2.91407,11
-4.0002,2.06463,11
-0.505012,6.12287,9
-0.39237,6.33897,9
1.80936,4.49932,10
-0.480751,5.21698,8
-0.522715,5.69377,12
-3.98323,1.89039,11
-1.16042,6.78281,9
-1.8756,2.53963,13
-1.23097,1.27651,5
-2.74864,5.06306,11
-3.00579,3.59089,10
0.450217,7.14261,9
-3.72799,3.53162,11
-0.8774,7.69717,9
3.35474,1.17904,3
0.891808,-2.45985,4
-1.18872,7.36712,12
0.723008,5.75798,8
0.149004,6.28541,12
-0.650356,6.27863,12
0.441378,7.56685,9
2.44021,0.20404,3
0.620266,6.74121,12
1.23124,4.33231,10
0.503681,5.46441,9
2.70887,2.80534,8
-0.573667,6.46947,12
4.33523,1.51535,2
-0.28439,4.03007,2
4.4317,1.38799,2
3.58231,0.785359,2
0.576347,5.4023,12
-1.62988,0.600601,5
1.22369,3.68145,10
0.276884,4.16742,8
3.13153,-0.617287,7
4.10923,0.957957,2
0.264864,-4.47606,7
-0.50566,2.30644,5
1.89608,5.44327,10
-0.680075,-2.596,5
-0.603698,-3.89137,4
-0.137181,-5.48282,4
4.06012,1.66159,3
-0.859657,7.28213,12
-0.206093,-5.87907,7
-0.016411,-5.48019,7
-0.397102,-5.11046,7
3.52759,1.66923,2
-0.711373,-3.91485,4
-0.356367,7.26726,9
1.51296,1.34633,7
1.77606,4.65572,8
-0.113513,-5.68608,4
1.74641,2.35474,3
0.699861,-2.15458,4
-2.30415,3.01658,13
-1.15783,-5.79724,7
-1.19266,-4.42274,4
-1.19319,-4.61211,7
-0.347822,-4.25134,4
-1.71774,7.04472,12
1.09172,-1.68825,4
-0.557089,-4.28058,4
-1.21196,-5.25701,4
0.609724,-2.63522,7
4.44756,0.87095,2
-0.222119,6.83991,9
-1.41187,1.88728,5
-0.756886,6.72224,9
4.2218,2.20127,2
0.0722872,-5.77876,7
-1.57393,1.59879,5
3.49698,1.07068,3
-0.383257,-4.12667,7
3.15196,1.8595,2
2.70987,1.89734,2
-0.799981,-4.37084,7
1.19744,-1.70017,7
3.36705,-2.78207,7
3.15752,-0.77503,2
1.66303,-3.77372,1
-0.725889,-3.46068,4
-1.33236,-4.73074,4
-1.1025,-5.5107,7
-3.83153,3.88819,11
4.61044,-3.2819,1
3.92745,-2.73299,1
0.289604,-1.03014,1
-0.868257,7.38014,12
-1.49262,6.43383,12
-1.48207,-4.97418,4
-0.928264,-4.55525,4
3.69387,-2.26613,1
-0.616917,6.7888,8
-1.16926,7.34519,12
4.1087,-4.11218,1
1.22441,-1.27622,7
2.55174,1.23638,2
4.9094,-3.19562,1
-0.768222,5.48437,9
3.1072,2.33066,2
0.5915,-2.89099,4
-1.3579,-5.35851,4
-1.45805,1.61884,5
-1.64197,1.68879,5
-0.16398,-4.01655,4
0.659648,-2.66297,7
-0.716894,1.20818,5
-0.645972,7.40862,8
5.20661,-3.42677,1
3.60363,0.783331,3
3.63599,-2.41957,1
-1.66597,0.676776,5
3.61213,-0.0555788,3
-0.50124,4.90103,5
-0.530666,-4.24853,4
4.98506,-3.26982,1
-1.07029,2.18852,2
4.0531,1.53352,2
0.259783,-3.72904,4
0.590551,-5.40074,4
4.37527,-4.18855,1
-1.07127,1.66764,5
4.83067,-3.38402,1
-0.360568,6.97586,12
-0.93407,1.71474,5
3.97019,-2.72649,1
-0.343375,-4.19865,4
1.22491,5.46543,9
-0.459212,7.4842,12
-0.8613,2.07507,5
-1.70429,2.60953,13
1.68927,-0.624927,7
-0.0445398,-4.43968,4
-1.23761,6.40684,9
-0.0513696,4.32663,8
-1.62428,2.05523,13
1.29608,-3.02962,7
0.885082,-4.53173,4
-0.131524,7.53788,12
-0.146715,7.18667,12
-0.987749,2.60646,13
3.99615,-3.69995,5
-2.76036,4.93042,8
3.58939,1.60315,2
3.59582,-0.0600557,3
-4.05721,3.46735,11
-1.21071,7.35867,12
-2.31576,6.16121,12
-1.81269,2.63252,11
-1.90928,1.75214,5
-1.00929,5.17173,8
-1.46901,1.90609,5
0.404633,6.77644,12
-1.73672,2.84757,11
-2.3863,2.44626,11
-0.362331,6.99502,9
-1.31109,2.85907,2
-0.841944,6.15252,9
-4.16695,3.39849,11
-1.46328,6.9135,9
0.259109,4.1875,8
-3.16295,4.99189,11
-0.210375,5.5545,9
-0.7301,7.38967,12
-0.207292,5.53727,9
-1.25701,6.78045,9
-1.20981,6.48373,9
-0.0121272,5.09596,9
-0.689696,5.25213,12
-3.65241,2.95514,11
1.13565,5.48529,10
-0.420867,2.68874,5
-0.594716,3.48279,9
-2.14111,5.74876,8
-0.141031,3.60227,5
0.56128,2.1444,5
-1.13427,7.53633,9
0.236084,5.33031,10
1.09978,1.74622,7
2.04081,4.66102,8
1.18786,4.45429,8
-0.566486,4.69738,5
0.416392,3.03869,5
2.83844,2.30657,2
-1.27614,7.67219,12
-0.4256,6.26442,12
-0.34072,7.31925,9
0.878822,6.8103,9
1.50149,5.03352,10
1.17279,4.67291,10
3.17802,1.43183,3
3.18013,2.03247,3
0.995579,1.6836,7
1.44787,5.44639,10
4.37813,1.62256,2
-0.084912,5.15697,8
2.79219,2.93808,2
1.91839,3.38959,2
2.78194,-0.527488,3
-0.00785671,5.18315,8
0.693499,6.90065,12
-0.0908596,1.64593,5
3.60962,1.15522,3
0.940556,-3.73611,7
2.06099,-1.75578,7
1.20372,4.7924,9
1.67112,5.42318,8
-0.0882432,7.40569,9
3.80558,2.06451,2
1.84352,4.28572,10
1.00155,-2.32488,4
0.13254,-4.07715,4
0.671044,-2.41074,4
-0.0767011,-3.99828,4
-0.0616159,-3.29712,4
1.08374,-2.06593,6
-0.258581,-5.61742,4
4.36795,0.544692,2
5.60579,4.87274,7
0.507225,-2.04738,4
4.1632,1.31887,2
0.946416,-3.44784,4
0.915348,-4.23052,4
-0.586357,-5.64607,4
-1.11521,-4.44931,4
0.378633,-5.72446,4
0.488422,-5.58423,7
-1.73425,2.55649,13
-1.117,3.77048,8
0.175143,-5.50524,4
-0.471392,-4.41027,4
-1.47775,2.55232,2
-1.18456,-4.92875,7
0.0904335,6.98016,9
0.247967,-3.98227,7
-1.66331,2.69501,11
0.107506,-3.58916,4
1.12873,5.86581,12
-0.703356,-4.69724,4
-1.19628,-4.48365,4
-0.188345,-2.91982,4
-0.238434,-3.69164,4
-1.6821,2.50227,13
-0.771438,7.1029,12
0.622451,-3.78395,7
-0.0135002,6.93334,8
-1.26986,-5.4129,4
4.54835,-3.10906,1
3.49327,1.1714,2
-1.49595,1.2984,5
-0.799679,7.03941,8
-0.738468,6.16936,8
4.01627,-3.73992,1
-1.35192,2.61193,11
-0.689161,1.28619,5
-1.82969,2.84563,13
-1.7905,1.7894,5
2.69142,-0.869753,3
-0.678195,5.91062,12
3.86324,-2.40028,1
-0.491388,1.372,5
-1.25663,1.60573,5
3.28752,1.64194,2
5.08147,-3.49847,1
-0.3055,5.45181,5
-1.31093,7.07388,12
-1.93461,2.41337,2
-0.834398,-4.77282,4
-1.08156,2.77945,8
0.719015,-3.03552,4
3.55216,-2.76528,1
4.70006,-3.03312,1
-1.12925,7.20082,12
0.625925,-5.38947,4
1.22436,5.65603,8
4.22455,-4.38858,1
-0.982069,6.80678,9
3.82094,1.00429,3
-1.6835,1.75261,5
0.0332405,-5.00956,7
3.49185,1.4431,3
0.0279868,3.67131,10
-1.3899,7.04253,9
-0.793601,4.69581,5
1.21493,-2.53621,7
0.989036,7.19573,12
-1.31794,-5.59995,4
3.35109,-0.527439,3
4.14753,0.664142,2
1.50833,4.80205,10
4.0117,2.44589,2
-0.288066,-4.02042,4
0.752309,6.31099,8
0.308608,6.67697,8
-2.05769,6.3649,12
-3.03328,5.0104,11
-2.41097,6.02656,8
-0.441578,6.1756,9
-3.09259,4.94241,9
-3.16263,3.40863,11
-1.42365,6.29317,9
-3.19003,3.29081,11
-0.23123,6.72808,12
-0.665274,6.00527,8
-4.17494,3.40448,11
-0.425718,1.82218,5
-1.29317,1.28325,7
-0.943766,7.4395,9
-3.37198,2.70963,11
-3.10484,3.33564,11
-3.98286,3.27403,11
-0.814279,6.33993,12
-0.125897,6.96656,9
-1.22639,7.39505,9
1.05097,5.50951,10
-0.501304,7.4306,9
-0.657602,2.74862,2
-0.581,3.55706,9
-1.93665,3.25262,13
0.384131,5.5813,9
3.03111,-0.847853,7
-0.102435,-4.6631,4
3.97253,2.23993,2
0.57794,5.70289,10
-0.323926,4.03754,5
1.70527,5.05006,10
0.167272,6.60931,9
3.07833,-0.847353,2
1.69575,5.80867,10
1.17169,3.70915,10
1.05418,6.29591,10
3.36358,0.828142,2
1.65404,5.37539,9
1.71031,5.48627,9
0.908148,6.11891,9
1.2669,6.47786,9
1.32315,3.29287,10
2.609,-1.49577,3
-0.255768,4.68593,5
0.606191,5.96558,10
-0.830869,7.20192,12
-0.394138,5.61969,9
0.403941,4.27232,8
3.34613,-0.457728,3
0.160767,7.57397,9
4.22981,2.21506,2
-0.254067,-5.35264,7
3.68933,2.41167,2
-0.769786,7.36697,9
4.17993,0.827231,2
1.28485,5.01504,10
0.523898,-5.29018,7
2.70404,-0.39618,3
0.20305,-4.40197,4
1.46497,2.57695,6
1.52796,2.05526,8
-0.650949,-3.58055,4
0.881952,-5.4327,11
-0.583005,-5.59381,4
3.91332,0.246234,3
0.0864279,-4.90789,4
-1.57059,1.44789,11
1.28264,1.42677,6
2.30971,-1.73475,7
-0.518346,-4.85795,4
-0.656106,-3.49854,4
-0.664701,-5.77107,4
0.273659,-5.52754,4
0.181852,6.73515,8
2.74369,-0.421727,3
4.58578,1.22075,2
-0.474307,-3.31127,4
-0.370573,-5.44293,4
3.90201,2.27281,2
1.92372,2.86545,11
0.143964,-4.81326,4
0.384914,-5.3649,4
1.72583,-2.17516,3
-0.649528,-5.34934,4
1.08263,-1.92544,4
-0.948038,7.58858,12
1.04771,2.04072,7
-1.52569,-5.41511,4
0.454557,-3.42223,4
0.356262,-4.17212,4
-0.7858,-4.19887,4
-1.50245,7.56156,12
-0.2447,-3.6608,4
-0.206221,-4.4121,4
-0.985815,-3.65499,4
2.07535,3.57861,11
-1.37255,-5.02719,4
-0.527988,-4.54956,4
3.07417,-1.03067,2
3.74882,1.5206,2
0.880597,-2.42041,7
-0.988735,-5.0775,4
4.13923,-2.84728,1
1.22744,-2.25963,4
4.49421,-3.21631,1
-0.0761545,-5.94267,4
3.7501,-2.62887,1
0.913447,-3.38255,4
1.43196,2.11853,8
-1.89514,2.89486,13
1.11811,-1.58505,4
-0.512782,6.30887,8
-1.66241,7.34893,12
3.8392,-2.53302,3
-2.05676,3.1178,13
3.73357,-2.37272,3
2.03726,-1.01107,3
-1.46263,1.61902,5
-0.297576,-3.48135,4
4.08949,-3.67818,1
-1.60506,1.5768,5
-1.16146,2.94748,13
4.05582,0.153022,3
-1.81347,3.24463,2
2.73203,1.77902,2
-1.73001,1.73088,5
4.72946,-3.17635,1
4.26586,0.854347,3
-1.20661,6.99538,12
1.02056,-2.9297,4
3.58805,-2.76493,1
5.37708,-3.70494,1
3.81369,-2.22712,1
-1.04463,2.3102,2
4.41533,0.903069,2
1.24203,3.53718,10
2.95033,1.96087,2
3.39243,3.12368,2
1.4514,4.70153,10
0.38659,-3.53379,4
2.78014,1.22067,2
-0.0935843,-4.0437,7
-1.12021,-4.34061,4
-0.165715,6.86453,8
1.30192,-2.28513,7
0.57051,7.08877,9
-1.53298,6.96017,9
-2.15498,2.28784,13
-0.596372,7.72676,9
-1.45097,6.98416,12
-1.70987,2.15452,13
1.94831,1.53184,6
-1.23945,2.69888,13
-1.46854,2.52188,11
1.72863,5.16736,10
1.49207,4.40941,8
-1.7966,7.20287,9
-0.270447,-5.64533,4
-1.82181,1.0922,5
0.618572,-2.78183,7
0.186685,-4.30999,4
3.02925,-0.440512,7
-0.984297,7.42374,9
-1.64451,2.46397,11
1.1027,4.90169,8
3.70407,1.55325,2
-2.09167,6.65535,8
-1.273,1.75734,5
-1.45497,6.39227,9
0.245505,4.30854,8
3.35347,2.43657,2
-0.160451,1.93801,5
-3.23605,4.36406,11
-1.44243,6.74255,9
-1.06543,2.45326,5
2.80786,1.02244,2
-1.38321,1.39608,2
-0.429823,5.87375,9
-2.34566,6.12108,8
-1.48994,2.58348,8
-1.46747,6.5043,9
-1.24418,7.30554,9
-3.90597,1.95113,11
-2.04244,2.47229,11
-1.74762,7.40836,9
-1.10275,6.05626,9
-1.77873,2.57774,13
-0.484108,6.03571,8
-0.955843,7.34155,12
1.15541,6.15703,8
-0.263088,6.39558,9
-3.50033,4.27334,11
0.679328,4.14823,10
2.02389,3.30763,9
-0.466492,-5.8806,4
-0.457944,1.89776,5
1.47589,3.50008,10
0.718578,7.02308,9
1.55085,6.14523,9
1.01605,6.3432,9
0.379421,7.58137,12
1.16229,7.19695,9
1.28265,6.61094,9
3.39536,3.1377,2
4.4274,1.57569,2
0.655925,6.8214,12
4.47585,1.05504,2
3.37645,2.97834,2
0.654172,6.48203,12
0.492684,4.60765,10
3.44338,1.22793,3
1.70254,4.74765,10
2.39799,4.15016,10
4.41081,1.2412,2
-0.482673,7.00324,8
0.905648,6.06437,9
-0.424027,7.13046,12
0.072024,-3.55347,4
0.466286,7.18273,12
3.51523,-0.189144,2
-0.546777,-4.69583,4
-0.12914,-5.52002,4
0.0506241,-5.54344,4
0.967402,-3.69683,4
-0.430026,-5.7721,4
-0.468258,0.764062,11
0.858375,-5.48067,7
0.0270498,-3.38912,7
5.58198,4.86248,11
-0.089024,-5.42788,7
5.5,4.80292,7
-2.03286,0.921772,5
-0.358836,1.71989,5
3.67509,0.0999882,3
-0.597735,-3.39856,4
-0.43754,-4.13797,4
0.741283,4.19514,10
0.780723,-5.2999,7
-1.03591,7.18169,12
-1.4058,-5.11996,4
-1.58525,2.30385,8
1.1758,-3.0337,7
1.59424,2.44593,6
-0.491386,-3.89553,4
-1.79855,2.55241,13
-1.06229,6.765,12
-0.663619,6.49994,12
-0.0416417,-3.50015,4
-1.25574,-4.83025,4
0.289342,-4.76563,7
3.82411,2.47969,2
-1.25709,7.68609,12
-1.39278,7.58644,9
-0.912826,-5.48499,4
-0.633913,-4.09988,4
-0.65613,-3.38698,4
-0.717961,-3.84049,4
1.51201,4.22601,8
-0.0253833,-4.55056,4
2.43901,1.155,4
-1.20698,7.27198,12
-1.62608,7.06774,8
-0.824562,7.38045,12
-1.25349,7.06062,12
1.27996,0.761207,6
-1.58714,-4.76979,4
0.612177,-2.42414,7
3.46953,2.71406,2
0.789371,-4.48491,4
-0.491575,5.78027,12
0.98565,6.28711,12
-0.986887,6.95534,12
2.27918,2.39317,2
4.20268,-4.35576,1
0.296447,-5.02805,7
1.2401,6.60135,12
-1.62888,2.59222,13
-1.06445,7.356,9
-2.05552,2.96574,13
4.94092,-3.40442,1
4.46308,-3.71731,1
0.252988,-1.00827,1
-2.00943,3.1029,13
4.54265,-4.24926,1
0.0310387,5.8043,12
-0.895938,-4.49218,7
-1.75506,1.62415,5
-1.56601,1.65499,5
-0.937018,1.35301,8
0.618758,-4.66018,7
3.57904,-2.65568,1
4.51349,-3.00389,1
0.359222,-5.56248,7
4.59251,-2.9219,1
1.42097,5.27397,8
-1.90797,2.34214,2
0.894535,-3.19239,4
0.441389,-4.20629,4
-0.0523603,-4.71412,4
-1.63783,2.29719,11
-0.346616,-4.53322,4
3.90614,1.76617,2
1.63984,2.64785,6
3.31256,-3.08365,1
3.88364,-3.55903,1
0.91852,-4.86667,4
2.64102,0.434594,3
0.0356414,-3.98873,4
5.10798,-3.82659,1
-0.174946,-5.43029,4
-0.022653,-4.63038,4
-1.07061,7.25311,12
0.589468,7.12742,9
-0.457642,3.65054,5
0.690804,-3.89916,4
0.574568,3.93194,8
-0.556384,-5.45081,4
0.622966,-4.32688,4
2.9844,-1.09829,7
0.109803,7.3818,9
-0.548875,7.50906,12
5.05163,-3.64933,1
0.604999,-3.0631,7
1.73751,4.5066,8
1.08044,6.55734,9
-0.30047,6.96708,12
1.91054,4.41147,8
3.21961,3.56712,8
3.41527,0.879006,2
4.16574,0.961926,2
-3.54825,3.79775,1
3.01935,1.81006,2
-0.495948,6.70819,12
-2.93018,3.5591,8
-3.43125,4.01105,11
-4.17016,3.41745,11
-0.469305,5.71088,8
-0.253385,4.75458,10
-3.15529,4.87068,11
-1.26705,7.41337,9
-0.854841,6.55532,12
-1.55992,7.49862,9
0.362688,6.85649,9
-2.05662,6.25346,12
-1.59988,2.49025,2
-2.74165,4.48942,10
3.9479,1.6378,2
2.1087,2.17222,2
2.03332,1.99955,2
1.65337,5.87232,10
0.290911,7.20338,12
0.622787,7.23854,9
1.57377,5.79272,10
2.04523,1.25277,3
2.20659,3.57895,10
1.11862,4.46973,10
2.47907,2.5598,3
-0.801883,1.18386,3
0.225826,6.39947,8
3.45339,0.854743,3
-0.823358,4.88244,5
2.94075,3.86756,8
2.46363,3.89096,8
-0.135048,7.41625,8
2.88356,-1.07169,3
3.87535,0.84889,3
0.674439,-4.00985,7
2.95241,-0.11152,3
0.110986,-5.54939,4
0.96693,6.91039,9
0.47127,7.29674,9
0.106102,-5.41271,4
0.295255,-3.91589,7
4.06241,2.03624,3
0.886823,-1.05005,4
2.88802,0.0329609,3
-0.118115,-5.97555,7
3.36607,1.08388,3
4.09028,0.501889,3
2.84694,1.98064,3
0.042651,-3.90566,4
1.33746,1.2197,6
0.625763,5.44644,9
4.22232,0.429853,3
5.57491,4.85747,7
0.173833,5.29897,12
-0.587824,-5.40491,4
1.25046,6.9086,12
-0.187484,1.9511,5
0.957948,-3.78998,4
4.17021,1.96406,2
-0.576884,-5.90626,7
-1.45987,-5.48592,7
-1.14849,-5.52002,7
-1.7611,2.56018,13
-1.46901,-5.37302,4
3.77792,2.51689,2
-0.824582,7.45076,12
-0.131764,-4.00083,4
-0.683011,-3.82904,4
-1.00543,-4.16728,4
2.85845,-1.21417,7
-0.474281,-4.05906,4
-1.70623,1.52828,5
-1.42999,1.8985,5
-1.81992,2.41598,13
1.33343,-3.16118,4
0.66819,-2.04823,4
-1.48051,-4.25329,7
2.97242,2.7823,2
0.859573,3.01425,10
-1.44165,-4.54241,4
0.517595,-2.21634,7
3.13646,2.68768,2
-0.534679,-3.55185,4
2.34459,1.28154,2
-0.160043,-5.33268,4
-0.970315,6.32967,8
0.741615,-2.51364,7
-1.07737,-4.24093,4
4.88828,-3.11397,1
5.46439,-3.49877,1
4.037,-2.63727,1
2.31621,3.93873,11
-1.13755,-4.47758,4
0.201817,-5.76495,7
0.155507,-3.13763,4
-1.57221,0.878664,5
1.5715,-1.09445,6
-1.42007,6.67935,12
5.29652,-3.4196,1
0.273643,-0.988858,2
4.18852,-4.38471,1
0.0205602,-5.46778,7
3.35269,2.63355,2
4.04909,-3.76845,3
-0.904494,4.67348,5
1.55853,4.55087,8
-1.10382,2.10512,5
3.12229,3.62391,2
-2.0222,2.52874,13
-0.595969,4.53107,8
-1.06763,2.63839,3
-1.67566,6.8431,8
2.63308,-0.270199,2
-1.51926,6.66617,9
4.50804,-4.09656,1
3.24717,1.48042,2
3.10648,-0.116314,2
4.25014,1.55896,2
0.743647,-2.30819,4
2.34372,-0.224797,4
-0.651922,-3.30701,4
-1.44759,-4.65865,7
3.54679,1.97424,2
-1.84874,2.55287,13
2.39723,4.92977,8
3.96933,-2.44362,1
2.73271,0.693082,5
2.05869,3.37402,11
1.85427,2.88775,10
2.09883,5.01152,10
-0.171408,-4.5148,7
-0.617161,-4.79164,7
0.794345,-3.97419,7
4.4518,-3.45694,1
4.26321,-4.2273,1
-2.02935,2.52633,13
-1.943,2.74355,13
-2.08893,3.05539,13
-3.5542,4.05386,11
5.04163,-4.01279,1
4.90889,-4.34495,1
4.61952,-4.08774,1
0.867436,6.41757,12
-1.34322,2.26828,5
2.36452,2.36827,8
-0.701505,7.06991,12
2.85417,0.0929217,2
0.342779,4.73767,8
-3.1207,3.86771,2
1.49011,2.50564,10
-1.54782,1.60147,5
-1.66912,1.74362,5
-0.788537,5.28941,5
-0.637979,7.14274,9
-0.637873,4.62615,9
1.0565,3.72451,10
