,x,y,z
27.3480000000006, 1.0000000, 475.2400000,-29.4000000
27.3600000000006, 1.0000000, 475.4480000,-29.4133333
27.3720000000006, 1.0000000, 475.6560000,-29.4266667
27.3840000000006, 1.0000000, 475.8640000,-29.4400000
27.3960000000006, 1.0000000, 476.0720000,-29.4533333
27.4080000000006, 1.0000000, 476.2800000,-29.4666667
27.4200000000006, 1.0000000, 476.4880000,-29.4800000
27.4320000000006, 1.0000000, 476.6960000,-29.4933333
27.4440000000006, 1.0000000, 476.9040000,-29.5066667
27.4560000000006, 1.0000000, 477.1120000,-29.5200000
27.4680000000006, 1.0000000, 477.3200000,-29.5333333
27.4800000000006, 1.0000000, 477.5280000,-29.5466667
27.4920000000006, 1.0000000, 477.7360000,-29.5600000
27.5040000000006, 1.0000000, 477.9440000,-29.5733333
27.5160000000006, 1.0000000, 478.1520000,-29.5866667
27.5280000000006, 1.0000000, 478.3600000,-29.6000000
27.5400000000006, 1.0000000, 478.5680000,-29.6133333
27.5520000000006, 1.0000000, 478.7760000,-29.6266667
27.5640000000006, 1.0000000, 478.9840000,-29.6400000
27.5760000000006, 1.0000000, 479.1920000,-29.6533333
27.5880000000006, 1.0000000, 479.4000000,-29.6666667
27.6000000000006, 1.0000000, 479.6080000,-29.6800000
27.6120000000006, 1.0000000, 479.8160000,-29.6933333
27.6240000000006, 1.0000000, 480.0240000,-29.7066667
27.6360000000006, 1.0000000, 480.2320000,-29.7200000
27.6480000000006, 1.0000000, 480.4400000,-29.7333333
27.6600000000006, 1.0000000, 480.6480000,-29.7466667
27.6720000000006, 1.0000000, 480.8560000,-29.7600000
27.6840000000006, 1.0000000, 481.0640000,-29.7733333
27.6960000000006, 1.0000000, 481.2720000,-29.7866667
27.7080000000006, 1.0000000, 481.4800000,-29.8000000
27.7200000000006, 1.0000000, 481.6880000,-29.8133333
27.7320000000006, 1.0000000, 481.8960000,-29.8266667
27.7440000000006, 1.0000000, 482.1040000,-29.8400000
27.7560000000006, 1.0000000, 482.3120000,-29.8533333
27.7680000000006, 1.0000000, 482.5200000,-29.8666667
27.7800000000006, 1.0000000, 482.7280000,-29.8800000
27.7920000000006, 1.0000000, 482.9360000,-29.8933333
27.8040000000006, 1.0000000, 483.1440000,-29.9066667
27.8160000000006, 1.0000000, 483.3520000,-29.9200000
27.8280000000006, 1.0000000, 483.5600000,-29.9333333
27.8400000000006, 1.0000000, 483.7680000,-29.9466667
27.8520000000006, 1.0000000, 483.9760000,-29.9600000
27.8640000000006, 1.0000000, 484.1840000,-29.9733333
27.8760000000006, 1.0000000, 484.3920000,-29.9866667
27.8880000000006, 1.0000000, 484.6000000,-30.0000000
27.9000000000006, 1.0000000, 484.8080000,-30.0133333
27.9120000000006, 1.0000000, 485.0160000,-30.0266667
27.9240000000006, 1.0000000, 485.2240000,-30.0400000
27.9360000000006, 1.0000000, 485.4320000,-30.0533333
27.9480000000006, 1.0000000, 485.6400000,-30.0666667
27.9600000000006, 1.0000000, 485.8480000,-30.0800000
27.9720000000006, 1.0000000, 486.0560000,-30.0933333
27.9840000000006, 1.0000000, 486.2640000,-30.1066667
27.9960000000006, 1.0000000, 486.4720000,-30.1200000
28.0080000000006, 1.0000000, 486.6800000,-30.1333333
28.0200000000006, 1.0000000, 486.8880000,-30.1466667
28.0320000000006, 1.0000000, 487.0960000,-30.1600000
28.0440000000006, 1.0000000, 487.3040000,-30.1733333
28.0560000000006, 1.0000000, 487.5120000,-30.1866667
28.0680000000006, 1.0000000, 487.7200000,-30.2000000
28.0800000000006, 1.0000000, 487.9280000,-30.2133333
28.0920000000006, 1.0000000, 488.1360000,-30.2266667
28.1040000000006, 1.0000000, 488.3440000,-30.2400000
28.1160000000006, 1.0000000, 488.5520000,-30.2533333
28.1280000000006, 1.0000000, 488.7600000,-30.2666667
28.1400000000006, 1.0000000, 488.9680000,-30.2800000
28.1520000000006, 1.0000000, 489.1760000,-30.2933333
28.1640000000006, 1.0000000, 489.3840000,-30.3066667
28.1760000000006, 1.0000000, 489.5920000,-30.3200000
28.1880000000006, 1.0000000, 489.8000000,-30.3333333
28.2000000000006, 1.0000000, 490.0080000,-30.3466667
28.2120000000006, 1.0000000, 490.2160000,-30.3600000
28.2240000000006, 1.0000000, 490.4240000,-30.3733333
28.2360000000006, 1.0000000, 490.6320000,-30.3866667
28.2480000000006, 1.0000000, 490.8400000,-30.4000000
28.2600000000006, 1.0000000, 491.0480000,-30.4133333
28.2720000000006, 1.0000000, 491.2560000,-30.4266667
28.2840000000006, 1.0000000, 491.4640000,-30.4400000
28.2960000000006, 1.0000000, 491.6720000,-30.4533333
28.3080000000006, 1.0000000, 491.8800000,-30.4666667
28.3200000000006, 1.0000000, 492.0880000,-30.4800000
28.3320000000006, 1.0000000, 492.2960000,-30.4933333
28.3440000000006, 1.0000000, 492.5040000,-30.5066667
28.3560000000006, 1.0000000, 492.7120000,-30.5200000
28.3680000000006, 1.0000000, 492.9200000,-30.5333333
28.3800000000006, 1.0000000, 493.1280000,-30.5466667
28.3920000000006, 1.0000000, 493.3360000,-30.5600000
28.4040000000006, 1.0000000, 493.5440000,-30.5733333
28.4160000000006, 1.0000000, 493.7520000,-30.5866667
28.4280000000006, 1.0000000, 493.9600000,-30.6000000
28.4400000000006, 1.0000000, 494.1680000,-30.6133333
28.4520000000006, 1.0000000, 494.3760000,-30.6266667
28.4640000000006, 1.0000000, 494.5840000,-30.6400000
28.4760000000006, 1.0000000, 494.7920000,-30.6533333
28.4880000000006, 1.0000000, 495.0000000,-30.6666667
28.5000000000006, 1.0000000, 495.2080000,-30.6800000
28.5120000000006, 1.0000000, 495.4160000,-30.6933333
28.5240000000006, 1.0000000, 495.6240000,-30.7066667
28.5360000000006, 1.0000000, 495.8320000,-30.7200000
28.5480000000006, 1.0000000, 496.0400000,-30.7333333
28.5600000000006, 1.0000000, 496.2480000,-30.7466667
28.5720000000006, 1.0000000, 496.4560000,-30.7600000
28.5840000000006, 1.0000000, 496.6640000,-30.7733333
28.5960000000006, 1.0000000, 496.8720000,-30.7866667
28.6080000000006, 1.0000000, 497.0800000,-30.8000000
28.6200000000006, 1.0000000, 497.2880000,-30.8133333
28.6320000000006, 1.0000000, 497.4960000,-30.8266667
28.6440000000006, 1.0000000, 497.7040000,-30.8400000
28.6560000000006, 1.0000000, 497.9120000,-30.8533333
28.6680000000006, 1.0000000, 498.1200000,-30.8666667
28.6800000000006, 1.0000000, 498.3280000,-30.8800000
28.6920000000006, 1.0000000, 498.5360000,-30.8933333
28.7040000000006, 1.0000000, 498.7440000,-30.9066667
28.7160000000006, 1.0000000, 498.9520000,-30.9200000
28.7280000000006, 1.0000000, 499.1600000,-30.9333333
28.7400000000006, 1.0000000, 499.3680000,-30.9466667
28.7520000000006, 1.0000000, 499.5760000,-30.9600000
28.7640000000006, 1.0000000, 499.7840000,-30.9733333
28.7760000000006, 1.0000000, 499.9920000,-30.9866667
28.7880000000006, 1.0000000, 500.2000000,-31.0000000
28.8000000000006, 1.0000000, 500.4080000,-31.0133333
28.8120000000006, 1.0000000, 500.6160000,-31.0266667
28.8240000000006, 1.0000000, 500.8240000,-31.0400000
28.8360000000006, 1.0000000, 501.0320000,-31.0533333
28.8480000000006, 1.0000000, 501.2400000,-31.0666667
28.8600000000006, 1.0000000, 501.4480000,-31.0800000
28.8720000000007, 1.0000000, 501.6560000,-31.0933333
28.8840000000007, 1.0000000, 501.8640000,-31.1066667
28.8960000000007, 1.0000000, 502.0720000,-31.1200000
28.9080000000007, 1.0000000, 502.2800000,-31.1333333
28.9200000000007, 1.0000000, 502.4880000,-31.1466667
28.9320000000007, 1.0000000, 502.6960000,-31.1600000
28.9440000000007, 1.0000000, 502.9040000,-31.1733333
28.9560000000007, 1.0000000, 503.1120000,-31.1866667
28.9680000000007, 1.0000000, 503.3200000,-31.2000000
28.9800000000007, 1.0000000, 503.5280000,-31.2133333
28.9920000000007, 1.0000000, 503.7360000,-31.2266667
29.0040000000007, 1.0000000, 503.9440000,-31.2400000
29.0160000000007, 1.0000000, 504.1520000,-31.2533333
29.0280000000007, 1.0000000, 504.3600000,-31.2666667
29.0400000000007, 1.0000000, 504.5680000,-31.2800000
29.0520000000007, 1.0000000, 504.7760000,-31.2933333
29.0640000000007, 1.0000000, 504.9840000,-31.3066667
29.0760000000007, 1.0000000, 505.1920000,-31.3200000
29.0880000000007, 1.0000000, 505.4000000,-31.3333333
29.1000000000007, 1.0000000, 505.6080000,-31.3466667
29.1120000000007, 1.0000000, 505.8160000,-31.3600000
29.1240000000007, 1.0000000, 506.0240000,-31.3733333
29.1360000000007, 1.0000000, 506.2320000,-31.3866667
29.1480000000007, 1.0000000, 506.4400000,-31.4000000
29.1600000000007, 1.0000000, 506.6480000,-31.4133333
29.1720000000007, 1.0000000, 506.8560000,-31.4266667
29.1840000000007, 1.0000000, 507.0640000,-31.4400000
29.1960000000007, 1.0000000, 507.2720000,-31.4533333
29.2080000000007, 1.0000000, 507.4800000,-31.4666667
29.2200000000007, 1.0000000, 507.6880000,-31.4800000
29.2320000000007, 1.0000000, 507.8960000,-31.4933333
29.2440000000007, 1.0000000, 508.1040000,-31.5066667
29.2560000000007, 1.0000000, 508.3120000,-31.5200000
29.2680000000007, 1.0000000, 508.5200000,-31.5333333
29.2800000000007, 1.0000000, 508.7280000,-31.5466667
29.2920000000007, 1.0000000, 508.9360000,-31.5600000
29.3040000000007, 1.0000000, 509.1440000,-31.5733333
29.3160000000007, 1.0000000, 509.3520000,-31.5866667
29.3280000000007, 1.0000000, 509.5600000,-31.6000000
29.3400000000007, 1.0000000, 509.7680000,-31.6133333
29.3520000000007, 1.0000000, 509.9760000,-31.6266667
29.3640000000007, 1.0000000, 510.1840000,-31.6400000
29.3760000000007, 1.0000000, 510.3920000,-31.6533333
29.3880000000007, 1.0000000, 510.6000000,-31.6666667
29.4000000000007, 1.0000000, 510.8080000,-31.6800000
29.4120000000007, 1.0000000, 511.0160000,-31.6933333
29.4240000000007, 1.0000000, 511.2240000,-31.7066667
29.4360000000007, 1.0000000, 511.4320000,-31.7200000
29.4480000000007, 1.0000000, 511.6400000,-31.7333333
29.4600000000007, 1.0000000, 511.8480000,-31.7466667
29.4720000000007, 1.0000000, 512.0560000,-31.7600000
29.4840000000007, 1.0000000, 512.2640000,-31.7733333
29.4960000000007, 1.0000000, 512.4720000,-31.7866667
29.5080000000007, 1.0000000, 512.6800000,-31.8000000
29.5200000000007, 1.0000000, 512.8880000,-31.8133333
29.5320000000007, 1.0000000, 513.0960000,-31.8266667
29.5440000000007, 1.0000000, 513.3040000,-31.8400000
29.5560000000007, 1.0000000, 513.5120000,-31.8533333
29.5680000000007, 1.0000000, 513.7200000,-31.8666667
29.5800000000007, 1.0000000, 513.9280000,-31.8800000
29.5920000000007, 1.0000000, 514.1360000,-31.8933333
29.6040000000007, 1.0000000, 514.3440000,-31.9066667
29.6160000000007, 1.0000000, 514.5520000,-31.9200000
29.6280000000007, 1.0000000, 514.7600000,-31.9333333
29.6400000000007, 1.0000000, 514.9680000,-31.9466667
29.6520000000007, 1.0000000, 515.1760000,-31.9600000
29.6640000000007, 1.0000000, 515.3840000,-31.9733333
29.6760000000007, 1.0000000, 515.5920000,-31.9866667
29.6880000000007, 1.0000000, 515.8000000,-32.0000000
29.7000000000007, 1.0000000, 516.0080000,-32.0133333
29.7120000000007, 1.0000000, 516.2160000,-32.0266667
29.7240000000007, 1.0000000, 516.4240000,-32.0400000
29.7360000000007, 1.0000000, 516.6320000,-32.0533333
29.7480000000007, 1.0000000, 516.8400000,-32.0666667
29.7600000000007, 1.0000000, 517.0480000,-32.0800000
29.7720000000007, 1.0000000, 517.2560000,-32.0933333
29.7840000000007, 1.0000000, 517.4640000,-32.1066667
29.7960000000007, 1.0000000, 517.6720000,-32.1200000
29.8080000000007, 1.0000000, 517.8800000,-32.1333333
29.8200000000007, 1.0000000, 518.0880000,-32.1466667
29.8320000000007, 1.0000000, 518.2960000,-32.1600000
29.8440000000007, 1.0000000, 518.5040000,-32.1733333
29.8560000000007, 1.0000000, 518.7120000,-32.1866667
29.8680000000007, 1.0000000, 518.9200000,-32.2000000
29.8800000000007, 1.0000000, 519.1280000,-32.2133333
29.8920000000007, 1.0000000, 519.3360000,-32.2266667
29.9040000000007, 1.0000000, 519.5440000,-32.2400000
29.9160000000007, 1.0000000, 519.7520000,-32.2533333
29.9280000000007, 1.0000000, 519.9600000,-32.2666667
29.9400000000007, 1.0000000, 520.1680000,-32.2800000
29.9520000000007, 1.0000000, 520.3760000,-32.2933333
29.9640000000007, 1.0000000, 520.5840000,-32.3066667
29.9760000000007, 1.0000000, 520.7920000,-32.3200000
29.9880000000007, 1.0000000, 521.0000000,-32.3333333
30.0000000000007, 1.0000000, 521.2080000,-32.3466667
30.0120000000007, 1.0000000, 521.4160000,-32.3600000
30.0240000000007, 1.0000000, 521.6240000,-32.3733333
30.0360000000007, 1.0000000, 521.8320000,-32.3866667
30.0480000000007, 1.0000000, 522.0400000,-32.4000000
30.0600000000007, 1.0000000, 522.2480000,-32.4133333
30.0720000000007, 1.0000000, 522.4560000,-32.4266667
30.0840000000007, 1.0000000, 522.6640000,-32.4400000
30.0960000000007, 1.0000000, 522.8720000,-32.4533333
30.1080000000007, 1.0000000, 523.0800000,-32.4666667
30.1200000000007, 1.0000000, 523.2880000,-32.4800000
30.1320000000007, 1.0000000, 523.4960000,-32.4933333
30.1440000000007, 1.0000000, 523.7040000,-32.5066667
30.1560000000007, 1.0000000, 523.9120000,-32.5200000
30.1680000000007, 1.0000000, 524.1200000,-32.5333333
30.1800000000007, 1.0000000, 524.3280000,-32.5466667
30.1920000000007, 1.0000000, 524.5360000,-32.5600000
30.2040000000007, 1.0000000, 524.7440000,-32.5733333
30.2160000000007, 1.0000000, 524.9520000,-32.5866667
30.2280000000007, 1.0000000, 525.1600000,-32.6000000
30.2400000000007, 1.0000000, 525.3680000,-32.6133333
30.2520000000007, 1.0000000, 525.5760000,-32.6266667
30.2640000000007, 1.0000000, 525.7840000,-32.6400000
30.2760000000007, 1.0000000, 525.9920000,-32.6533333
30.2880000000007, 1.0000000, 526.2000000,-32.6666667
30.3000000000007, 1.0000000, 526.4080000,-32.6800000
30.3120000000007, 1.0000000, 526.6160000,-32.6933333
30.3240000000007, 1.0000000, 526.8240000,-32.7066667
30.3360000000007, 1.0000000, 527.0320000,-32.7200000
30.3480000000007, 1.0000000, 527.2400000,-32.7333333
30.3600000000007, 1.0000000, 527.4480000,-32.7466667
30.3720000000007, 1.0000000, 527.6560000,-32.7600000
30.3840000000007, 1.0000000, 527.8640000,-32.7733333
30.3960000000007, 1.0000000, 528.0720000,-32.7866667
30.4080000000007, 1.0000000, 528.2800000,-32.8000000
30.4200000000007, 1.0000000, 528.4880000,-32.8133333
30.4320000000007, 1.0000000, 528.6960000,-32.8266667
30.4440000000007, 1.0000000, 528.9040000,-32.8400000
30.4560000000007, 1.0000000, 529.1120000,-32.8533333
30.4680000000007, 1.0000000, 529.3200000,-32.8666667
30.4800000000007, 1.0000000, 529.5280000,-32.8800000
30.4920000000007, 1.0000000, 529.7360000,-32.8933333
30.5040000000007, 1.0000000, 529.9440000,-32.9066667
30.5160000000007, 1.0000000, 530.1520000,-32.9200000
30.5280000000007, 1.0000000, 530.3600000,-32.9333333
30.5400000000007, 1.0000000, 530.5680000,-32.9466667
30.5520000000007, 1.0000000, 530.7760000,-32.9600000
30.5640000000007, 1.0000000, 530.9840000,-32.9733333
30.5760000000007, 1.0000000, 531.1920000,-32.9866667
30.5880000000007, 1.0000000, 531.4000000,-33.0000000
30.6000000000007, 1.0000000, 531.6080000,-33.0133333
30.6120000000007, 1.0000000, 531.8160000,-33.0266667
30.6240000000007, 1.0000000, 532.0240000,-33.0400000
30.6360000000007, 1.0000000, 532.2320000,-33.0533333
30.6480000000007, 1.0000000, 532.4400000,-33.0666667
30.6600000000007, 1.0000000, 532.6480000,-33.0800000
30.6720000000007, 1.0000000, 532.8560000,-33.0933333
30.6840000000007, 1.0000000, 533.0640000,-33.1066667
30.6960000000007, 1.0000000, 533.2720000,-33.1200000
30.7080000000007, 1.0000000, 533.4800000,-33.1333333
30.7200000000007, 1.0000000, 533.6880000,-33.1466667
30.7320000000007, 1.0000000, 533.8960000,-33.1600000
30.7440000000007, 1.0000000, 534.1040000,-33.1733333
30.7560000000007, 1.0000000, 534.3120000,-33.1866667
30.7680000000007, 1.0000000, 534.5200000,-33.2000000
30.7800000000007, 1.0000000, 534.7280000,-33.2133333
30.7920000000007, 1.0000000, 534.9360000,-33.2266667
30.8040000000007, 1.0000000, 535.1440000,-33.2400000
30.8160000000007, 1.0000000, 535.3520000,-33.2533333
30.8280000000007, 1.0000000, 535.5600000,-33.2666667
30.8400000000007, 1.0000000, 535.7680000,-33.2800000
30.8520000000007, 1.0000000, 535.9760000,-33.2933333
30.8640000000007, 1.0000000, 536.1840000,-33.3066667
30.8760000000007, 1.0000000, 536.3920000,-33.3200000
30.8880000000007, 1.0000000, 536.6000000,-33.3333333
30.9000000000007, 1.0000000, 536.8080000,-33.3466667
30.9120000000007, 1.0000000, 537.0160000,-33.3600000
30.9240000000007, 1.0000000, 537.2240000,-33.3733333
30.9360000000007, 1.0000000, 537.4320000,-33.3866667
30.9480000000007, 1.0000000, 537.6400000,-33.4000000
30.9600000000007, 1.0000000, 537.8480000,-33.4133333
30.9720000000007, 1.0000000, 538.0560000,-33.4266667
30.9840000000007, 1.0000000, 538.2640000,-33.4400000
30.9960000000007, 1.0000000, 538.4720000,-33.4533333
31.0080000000007, 1.0000000, 538.6800000,-33.4666667
31.0200000000007, 1.0000000, 538.8880000,-33.4800000
31.0320000000007, 1.0000000, 539.0960000,-33.4933333
31.0440000000007, 1.0000000, 539.3040000,-33.5066667
31.0560000000007, 1.0000000, 539.5120000,-33.5200000
31.0680000000007, 1.0000000, 539.7200000,-33.5333333
31.0800000000007, 1.0000000, 539.9280000,-33.5466667
31.0920000000007, 1.0000000, 540.1360000,-33.5600000
31.1040000000007, 1.0000000, 540.3440000,-33.5733333
31.1160000000007, 1.0000000, 540.5520000,-33.5866667
31.1280000000007, 1.0000000, 540.7600000,-33.6000000
31.1400000000007, 1.0000000, 540.9680000,-33.6133333
31.1520000000007, 1.0000000, 541.1760000,-33.6266667
31.1640000000007, 1.0000000, 541.3840000,-33.6400000
31.1760000000007, 1.0000000, 541.5920000,-33.6533333
31.1880000000007, 1.0000000, 541.8000000,-33.6666667
31.2000000000007, 1.0000000, 542.0080000,-33.6800000
31.2120000000007, 1.0000000, 542.2160000,-33.6933333
31.2240000000007, 1.0000000, 542.4240000,-33.7066667
31.2360000000007, 1.0000000, 542.6320000,-33.7200000
31.2480000000007, 1.0000000, 542.8400000,-33.7333333
31.2600000000007, 1.0000000, 543.0480000,-33.7466667
31.2720000000007, 1.0000000, 543.2560000,-33.7600000
31.2840000000007, 1.0000000, 543.4640000,-33.7733333
31.2960000000007, 1.0000000, 543.6720000,-33.7866667
31.3080000000007, 1.0000000, 543.8800000,-33.8000000
31.3200000000007, 1.0000000, 544.0880000,-33.8133333
31.3320000000007, 1.0000000, 544.2960000,-33.8266667
31.3440000000007, 1.0000000, 544.5040000,-33.8400000
31.3560000000007, 1.0000000, 544.7120000,-33.8533333
31.3680000000007, 1.0000000, 544.9200000,-33.8666667
31.3800000000007, 1.0000000, 545.1280000,-33.8800000
31.3920000000007, 1.0000000, 545.3360000,-33.8933333
31.4040000000007, 1.0000000, 545.5440000,-33.9066667
31.4160000000007, 1.0000000, 545.7520000,-33.9200000
31.4280000000007, 1.0000000, 545.9600000,-33.9333333
31.4400000000007, 1.0000000, 546.1680000,-33.9466667
31.4520000000007, 1.0000000, 546.3760000,-33.9600000
31.4640000000007, 1.0000000, 546.5840000,-33.9733333
31.4760000000007, 1.0000000, 546.7920000,-33.9866667
31.4880000000007, 1.0000000, 547.0000000,-34.0000000
31.5000000000007, 1.0000000, 547.2080000,-34.0133333
31.5120000000008, 1.0000000, 547.4160000,-34.0266667
31.5240000000008, 1.0000000, 547.6240000,-34.0400000
31.5360000000008, 1.0000000, 547.8320000,-34.0533333
31.5480000000008, 1.0000000, 548.0400000,-34.0666667
31.5600000000008, 1.0000000, 548.2480000,-34.0800000
31.5720000000008, 1.0000000, 548.4560000,-34.0933333
31.5840000000008, 1.0000000, 548.6640000,-34.1066667
31.5960000000008, 1.0000000, 548.8720000,-34.1200000
31.6080000000008, 1.0000000, 549.0800000,-34.1333333
31.6200000000008, 1.0000000, 549.2880000,-34.1466667
31.6320000000008, 1.0000000, 549.4960000,-34.1600000
31.6440000000008, 1.0000000, 549.7040000,-34.1733333
31.6560000000008, 1.0000000, 549.9120000,-34.1866667
31.6680000000008, 1.0000000, 550.1200000,-34.2000000
31.6800000000008, 1.0000000, 550.3280000,-34.2133333
31.6920000000008, 1.0000000, 550.5360000,-34.2266667
31.7040000000008, 1.0000000, 550.7440000,-34.2400000
31.7160000000008, 1.0000000, 550.9520000,-34.2533333
31.7280000000008, 1.0000000, 551.1600000,-34.2666667
31.7400000000008, 1.0000000, 551.3680000,-34.2800000
31.7520000000008, 1.0000000, 551.5760000,-34.2933333
31.7640000000008, 1.0000000, 551.7840000,-34.3066667
31.7760000000008, 1.0000000, 551.9920000,-34.3200000
31.7880000000008, 1.0000000, 552.2000000,-34.3333333
31.8000000000008, 1.0000000, 552.4080000,-34.3466667
31.8120000000008, 1.0000000, 552.6160000,-34.3600000
31.8240000000008, 1.0000000, 552.8240000,-34.3733333
31.8360000000008, 1.0000000, 553.0320000,-34.3866667
31.8480000000008, 1.0000000, 553.2400000,-34.4000000
31.8600000000008, 1.0000000, 553.4480000,-34.4133333
31.8720000000008, 1.0000000, 553.6560000,-34.4266667
31.8840000000008, 1.0000000, 553.8640000,-34.4400000
31.8960000000008, 1.0000000, 554.0720000,-34.4533333
31.9080000000008, 1.0000000, 554.2800000,-34.4666667
31.9200000000008, 1.0000000, 554.4880000,-34.4800000
31.9320000000008, 1.0000000, 554.6960000,-34.4933333
31.9440000000008, 1.0000000, 554.9040000,-34.5066667
31.9560000000008, 1.0000000, 555.1120000,-34.5200000
31.9680000000008, 1.0000000, 555.3200000,-34.5333333
31.9800000000008, 1.0000000, 555.5280000,-34.5466667
31.9920000000008, 1.0000000, 555.7360000,-34.5600000
32.0040000000008, 1.0000000, 555.9440000,-34.5733333
32.0160000000008, 1.0000000, 556.1520000,-34.5866667
32.0280000000008, 1.0000000, 556.3600000,-34.6000000
32.0400000000008, 1.0000000, 556.5680000,-34.6133333
32.0520000000008, 1.0000000, 556.7760000,-34.6266667
32.0640000000008, 1.0000000, 556.9840000,-34.6400000
32.0760000000008, 1.0000000, 557.1920000,-34.6533333
32.0880000000008, 1.0000000, 557.4000000,-34.6666667
32.1000000000008, 1.0000000, 557.6080000,-34.6800000
32.1120000000008, 1.0000000, 557.8160000,-34.6933333
32.1240000000008, 1.0000000, 558.0240000,-34.7066667
32.1360000000008, 1.0000000, 558.2320000,-34.7200000
32.1480000000008, 1.0000000, 558.4400000,-34.7333333
32.1600000000008, 1.0000000, 558.6480000,-34.7466667
32.1720000000008, 1.0000000, 558.8560000,-34.7600000
32.1840000000008, 1.0000000, 559.0640000,-34.7733333
32.1960000000008, 1.0000000, 559.2720000,-34.7866667
32.2080000000008, 1.0000000, 559.4800000,-34.8000000
32.2200000000008, 1.0000000, 559.6880000,-34.8133333
32.2320000000008, 1.0000000, 559.8960000,-34.8266667
32.2440000000008, 1.0000000, 560.1040000,-34.8400000
32.2560000000008, 1.0000000, 560.3120000,-34.8533333
32.2680000000008, 1.0000000, 560.5200000,-34.8666667
32.2800000000008, 1.0000000, 560.7280000,-34.8800000
32.2920000000008, 1.0000000, 560.9360000,-34.8933333
32.3040000000008, 1.0000000, 561.1440000,-34.9066667
32.3160000000008, 1.0000000, 561.3520000,-34.9200000
32.3280000000008, 1.0000000, 561.5600000,-34.9333333
32.3400000000008, 1.0000000, 561.7680000,-34.9466667
32.3520000000008, 1.0000000, 561.9760000,-34.9600000
32.3640000000008, 1.0000000, 562.1840000,-34.9733333
32.3760000000008, 1.0000000, 562.3920000,-34.9866667
32.3880000000008, 1.0000000, 562.6000000,-35.0000000
32.4000000000008, 1.0000000, 562.8080000,-35.0133333
32.4120000000008, 1.0000000, 563.0160000,-35.0266667
32.4240000000008, 1.0000000, 563.2240000,-35.0400000
32.4360000000008, 1.0000000, 563.4320000,-35.0533333
32.4480000000008, 1.0000000, 563.6400000,-35.0666667
32.4600000000008, 1.0000000, 563.8480000,-35.0800000
32.4720000000008, 1.0000000, 564.0560000,-35.0933333
32.4840000000008, 1.0000000, 564.2640000,-35.1066667
32.4960000000008, 1.0000000, 564.4720000,-35.1200000
32.5080000000008, 1.0000000, 564.6800000,-35.1333333
32.5200000000008, 1.0000000, 564.8880000,-35.1466667
32.5320000000008, 1.0000000, 565.0960000,-35.1600000
32.5440000000008, 1.0000000, 565.3040000,-35.1733333
32.5560000000008, 1.0000000, 565.5120000,-35.1866667
32.5680000000008, 1.0000000, 565.7200000,-35.2000000
32.5800000000008, 1.0000000, 565.9280000,-35.2133333
32.5920000000008, 1.0000000, 566.1360000,-35.2266667
32.6040000000008, 1.0000000, 566.3440000,-35.2400000
32.6160000000008, 1.0000000, 566.5520000,-35.2533333
32.6280000000008, 1.0000000, 566.7600000,-35.2666667
32.6400000000008, 1.0000000, 566.9680000,-35.2800000
32.6520000000008, 1.0000000, 567.1760000,-35.2933333
32.6640000000008, 1.0000000, 567.3840000,-35.3066667
32.6760000000008, 1.0000000, 567.5920000,-35.3200000
32.6880000000008, 1.0000000, 567.8000000,-35.3333333
32.7000000000008, 1.0000000, 568.0080000,-35.3466667
32.7120000000008, 1.0000000, 568.2160000,-35.3600000
32.7240000000008, 1.0000000, 568.4240000,-35.3733333
32.7360000000008, 1.0000000, 568.6320000,-35.3866667
32.7480000000008, 1.0000000, 568.8400000,-35.4000000
32.7600000000008, 1.0000000, 569.0480000,-35.4133333
32.7720000000008, 1.0000000, 569.2560000,-35.4266667
32.7840000000008, 1.0000000, 569.4640000,-35.4400000
32.7960000000008, 1.0000000, 569.6720000,-35.4533333
32.8080000000008, 1.0000000, 569.8800000,-35.4666667
32.8200000000008, 1.0000000, 570.0880000,-35.4800000
32.8320000000008, 1.0000000, 570.2960000,-35.4933333
32.8440000000008, 1.0000000, 570.5040000,-35.5066667
32.8560000000008, 1.0000000, 570.7120000,-35.5200000
32.8680000000008, 1.0000000, 570.9200000,-35.5333333
32.8800000000008, 1.0000000, 571.1280000,-35.5466667
32.8920000000008, 1.0000000, 571.3360000,-35.5600000
32.9040000000008, 1.0000000, 571.5440000,-35.5733333
32.9160000000008, 1.0000000, 571.7520000,-35.5866667
32.9280000000008, 1.0000000, 571.9600000,-35.6000000
32.9400000000008, 1.0000000, 572.1680000,-35.6133333
32.9520000000008, 1.0000000, 572.3760000,-35.6266667
32.9640000000008, 1.0000000, 572.5840000,-35.6400000
32.9760000000008, 1.0000000, 572.7920000,-35.6533333
32.9880000000008, 1.0000000, 573.0000000,-35.6666667
33.0000000000008, 1.0000000, 573.2080000,-35.6800000
33.0120000000008, 1.0000000, 573.4160000,-35.6933333
33.0240000000008, 1.0000000, 573.6240000,-35.7066667
33.0360000000008, 1.0000000, 573.8320000,-35.7200000
33.0480000000008, 1.0000000, 574.0400000,-35.7333333
33.0600000000008, 1.0000000, 574.2480000,-35.7466667
33.0720000000008, 1.0000000, 574.4560000,-35.7600000
33.0840000000008, 1.0000000, 574.6640000,-35.7733333
33.0960000000008, 1.0000000, 574.8720000,-35.7866667
33.1080000000008, 1.0000000, 575.0800000,-35.8000000
33.1200000000008, 1.0000000, 575.2880000,-35.8133333
